MAINTENANCE_AGENCY_ID,DOMAIN_ID,NAME,IS_ENUMERATED,DESCRIPTION,DATA_TYPE,CODE,FACET_ID,IS_REFERENCE
ECB,RSCRTSTN_INDCTR,Re-securitisation indicator,true,Re-securitisation indicator,,RSCRTSTN_INDCTR,,true
ECB,RSK_CLSS,Risk class,true,,,RSK_CLSS,,true
ECB,RTL_EXPSR_ACCRDNG_CRR_INDCTR,"Retail exposure accordign to CRR, Article 123 (b) indicator",true,"Retail exposure accordign to CRR, Article 123 (b) indicator",,RTL_EXPSR_ACCRDNG_CRR_INDCTR,,true
ECB,RTND_DBT_SCRTY_INDCTR,Retained debt security indicator,true,Retained debt security indicator,String(50),RTND_DBT_SCRTY_INDCTR,,true
ECB,RTNG_GRD_CRDT_QLTY,Rating grade credit quality,true,,,RTNG_GRD_CRDT_QLTY,,true
ECB,RTNG_GRD_TYP,Rating grade type,true,Rating grade type,,RTNG_GRD_TYP,,true
ECB,RTNG_SYSTM_TYP,Rating system,true,Rating system,,RTNG_SYSTM_TYP,,true
ECB,RVCBL_INDCTR,Revocable indicator,true,Revocable indicator,,RVCBL_INDCTR,,true
ECB,RVLVNG_LN_INDCTR,Revolving loan indicator,true,Revolving loan indicator,,RVLVNG_LN_INDCTR,,true
ECB,SBSDRY_JNT_VNTR_ASSCT_OTHR_ORGNSTN_ASSGNMNT_TYP,"Subsidiary, joint venture and associate Other organisation role assignment type",true,,,SBSDRY_JNT_VNTR_ASSCT_OTHR_ORGNSTN_ASSGNMNT_TYP,,true
ECB,SCRTSN_OTHR_CRDT_TRNSFR_TYP,Securitisation and other credit transfer type,true,Securitisation and other credit transfer type,,SCRTSN_OTHR_CRDT_TRNSFR_TYP,,true
ECB,SCRTSTN_TRNCH_TYP,Securitisation tranche type,true,,,SCRTSTN_TRNCH_TYP,,true
ECB,SCRTY_ENTTY_RL_ASSGNMNT_TYP,Security Entity role assignment type,true,,,SCRTY_ENTTY_RL_ASSGNMNT_TYP,,true
ECB,SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_TYP,Security or Exchange tradable derivative position type,true,,,SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_TYP,,true
ECB,SCRTY_EXCHNG_TRDBL_DRVTV_TYP,Security or exchange tradable derivative type,true,Security or exchange tradable derivative type,,SCRTY_EXCHNG_TRDBL_DRVTV_TYP,,true
ECB,SCRTY_PSTN_RL_TYP,Security position role type,true,Security position role type,String(50),SCRTY_PSTN_RL_TYP,,true
ECB,SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT_TYP,Security Security repurchase agreement component assignment type,true,Security Security repurchase agreement component assignment type,,SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT_TYP,,true
ECB,SCTRY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_TYP,Securities borrowing and lending transaction including cash as collateral component type,true,Securities borrowing and lending transaction including cash as collateral component type,,SCTRY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_TYP,,true
ECB,SGNFCNT_ASST_CLSS,Significant asset class,true,Significant asset class,,SGNFCNT_ASST_CLSS,,true
ECB,SGNFCNT_RSK_TRNSFR_INDCTR,Significant risk transfer indicator,true,Significant risk transfer indicator,,SGNFCNT_RSK_TRNSFR_INDCTR,,true
ECB,SHCK_DRCTN,Shock direction,true,,,SHCK_DRCTN,,true
ECB,SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_TYP,Short security position Prudential portfolio assignment type,true,,,SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_TYP,,true
ECB,SHRT_TRM_CRDT_ASSMNT_INDCTR,Short term credit assessment indicator,true,Short term credit assessment indicator,,SHRT_TRM_CRDT_ASSMNT_INDCTR,,true
ECB,SNDCTN_SB_PRTCPTN_MMBR_INSTRMNT_INDCTR,Syndication or sub-participation member instrument indicator,true,Syndication or sub-participation member instrument indicator,String(50),SNDCTN_SB_PRTCPTN_MMBR_INSTRMNT_INDCTR,,true
ECB,STRCTRD_NT_INDCTR,Structured note indicator,true,Structured note indicator,,STRCTRD_NT_INDCTR,,true
ECB,STS_SCRTSTN_INDCTR,"Simple, transparent and standardised (STS) securitisation indicator",true,"Simple, transparent and standardised (STS) securitisation indicator",,STS_SCRTSTN_INDCTR,,true
ECB,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_TYP,Tranch in a synthetic securitisation without SSPE type,true,,,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_TYP,,true
ECB,TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_TYP,Transferred asset leg Instrument assignment type,true,Transferred asset leg Instrument assignment type,String(50),TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_TYP,,true
ECB,TYP_CMMTMNT,Type of commitment,true,Type of commitment,String(50),TYP_CMMTMNT,,true
ECB,TYP_PRDCT,Type of product,true,Type of product,,TYP_PRDCT,,true
ECB,LGL_FRM,Legal Form,true,Legal Form,string(20),LGL_FRM,,true
ECB,LGL_PRCDNG_STTS,Status of legal proceedings,true,Status of legal proceedings,integer(6),LGL_PRCDNG_STTS,,true
ECB,INSTRMNT_CLLTRL_INSTRMNT_ASSGNMNT_TYP,Instrument Collateral instrument assignment type,true,Instrument Collateral instrument assignment type,,INSTRMNT_CLLTRL_INSTRMNT_ASSGNMNT_TYP,,true
EBA,EBA_AP,Approach,true,Approach used for the calculation of capital requirements (or exposure value in LR),,AP,,false
EBA,EBA_AS,Accounting standard,true,The accounting standard used to prepare figures or reports,,AS,,false
EBA,EBA_ATY,Artificial domain for metrics,true,,,ATY,,false
EBA,EBA_BA,Base items,true,"Defines the basic conceptual meaning of a data point. 
Identifies the framework in which a data point is included. For FINREP, it indicates in which group of element of the financial statement should be included the data point (e.g. assets, liabilities, equity, income, expenses). For COREP, it indicates whether the data point should be computed in the numerator (own funds) or the denominator (exposures) of the Pillar I solvency ratio. 
It may determine whether the data point has a ""debit"" or a ""credit"" attribute.",,BA,,false
EBA,EBA_BT,Boolean total,true,Dimensions having only two values (usually denoted true and false),,BT,,false
EBA,EBA_Boolean,Boolean,false,,Boolean,Boolean,,false
EBA,EBA_CB,Covered bond,false,Name or unambiguous abbreviation of a covered bond issuing entity and the designation of a covered bond,String,CB,,false
EBA,EBA_CG,Collateral/Guarantees,true,Defines the terms and conditions of the collateral and guarantees,,CG,,false
EBA,EBA_CS,Contingent scenario,true,Defines the contingent scenarios whose impact is reported,,CS,,false
EBA,EBA_CT,Counterparty,true,Party other than the reporting institution in a contract or transaction.,,CT,,false
EBA,EBA_CU,Currency,true,Currency,,CU,,false
EBA,EBA_DT,Date,false,Date,Date,DT,,false
EBA,EBA_Date,Date,false,,Date,Date,,false
EBA,EBA_Decimal,Decimal,false,,,Decimal,,false
EBA,EBA_EC,Exposure classes,true,Defines the exposure class for capital requirement purposes,,EC,,false
EBA,EBA_ER,External ratings,true,Concepts related with external credit ratings.,,ER,,false
EBA,EBA_GA,Geographical area,true,Geographical area,,GA,,false
EBA,EBA_IM,Impairment,true,"Concepts related with monitoring credit quality of financial assets and off-balance sheet items (e.g. past due, impaired, defaulted)",,IM,,false
EBA,EBA_Integer,Integer,false,,Integer,Integer,,false
EBA,EBA_LE,Legal entity,false,"An association, corporation, partnership, proprietorship, trust, or individual that has legal standing in the eyes of law",String,LE,,false
EBA,EBA_LQ,Liquidity,true,Defines different liquidity-related conditions of assets and liabilities,,LQ,,false
EBA,EBA_MA,Type of market,true,Defines the type of market on which reported instruments are traded. It includes the fair value hierarchy.,,MA,,false
EBA,EBA_MC,Main category,true,"Specifies the nature of the item reported (i.e. answers the question: what is reported?). 
For financial instruments, defines the instrument (e.g. deposits, debt securities issued...) or range of instruments reported. 
It should be defined for each data point.",,MC,,false
EBA,EBA_Monetary,Monetary,false,,Monetary,Monetary,,false
EBA,EBA_NC,NACE code,true,NACE classification of economic activities,,NC,,false
EBA,EBA_OF,Computability in own funds,true,Specifies the way in which the item computes in own funds,,OF,,false
EBA,EBA_PL,Portfolio,true,Defined the portfolios reported. It comprises both accounting portfolios (e.g. Available-for-sale) and prudential portfolios (e.g. trading book).,,PL,,false
EBA,EBA_PU,Purpose,true,Purpose of the contract or transaction.,,PU,,false
EBA,EBA_Percent,Percent,false,,Percent,Percent,,false
EBA,EBA_RF,Reference period,true,Defines a relative time point (reference date or period) to which the data refers.,,RF,,false
EBA,EBA_RP,Related parties/Relationships,true,"Defines the relationship between the reporting institution with an entity or a person; in particular, it specifies the type of related party.",,RP,,false
EBA,EBA_RT,Risk transfer treatment,true,Type of risk transfer (synthetic or transitional securitisations) and accounting treatment of the transaction,,RT,,false
EBA,EBA_SC,Scope of consolidation,true,Different scopes of consolidation of reporting when different from CRR scope,,SC,,false
EBA,EBA_ST,Securitisation structure,true,Tranche of the exposure in the securitisation structure,,ST,,false
EBA,EBA_SY,Security,false,"Financial instrument that represents: an ownership position in a publicly-traded corporation (stock), a creditor relationship with governmental body or a corporation (bond), or rights to ownership as represented by an option.",String,SY,,false
EBA,EBA_String,String,false,,String,String,,false
EBA,EBA_TA,Type of activity,true,Defines the type of activity reported (e.g. asset management or custody),,TA,,false
EBA,EBA_TI,Time interval,true,Time bands (e.g. > 60 days <= 90 days).,,TI,,false
EBA,EBA_TR,Type of risk,true,Indicates the type of risk arising from exposures or transactions (e.g. credit risk or market risk).,,TR,,false
EBA,EBA_ZZ,Code Lists,true,Codes for use in various metrics,,ZZ,,false
EBA,EBA_CONS_LEVEL,Consolidation level,true,,,CONS_LEVEL,,false
EBA,EBA_STRNG,STRING,false,,,STRNG,,false
ECB,NN_PRFRMNG_PRR_FRBRNC_INDCTR,Non-performing prior to forbearance indicator,true,Non-performing prior to forbearance indicator,,NN_PRFRMNG_PRR_FRBRNC_INDCTR,,true
ECB,CNSLDTN_SCP,Scope of consolidation,true,Scope of consolidation,,CNSLDTN_SCP,,true
ECB,DT_OPNNG_BLNC,Reference date opening balance,true,Reference date opening balance,,DT_OPNNG_BLNC,,true
ECB,FVO_DSGNTN,Fair value option designation,true,It lists the possible options to irrevocably designate a financial instrument at fair value through profit or loss in accordance with IFRS9,,FVO_DSGNTN,,true
ECB,HLD_SL_INDCTR,Held for sale,true,Held for sale domain,integer(6),HLD_SL_INDCTR,,true
