MAINTENANCE_AGENCY_ID,MEMBER_HIERARCHY_ID,CODE,DOMAIN_ID,NAME,DESCRIPTION,IS_MAIN_HIERARCHY
ECB,PRCHSD_ORGNTD_HIER_1,1,PRCHSD_ORGNTD,Purchased or originated main hierarchy,"Hierarchical structure of the member Purchased or originated credit-impaired, Not Purchased or originated credit-impaired (Total) (-1)",true
ECB6,EBA_BT_BT3,BT3,EBA_BT,Yes or no hierarchy,,
ECB6,EBA_BT_BT4,BT4,EBA_BT,Hierarchy for coverage of internal validation,,
ECB6,EBA_CU_CU1002,CU1002,EBA_CU,"Currencies applicable for open axis tables except EUR, USD, GBP and JPY",,
ECB6,EBA_TR_TR1013,TR1013,EBA_TR,Hierarchy for climate risk's stress test methodology part,,
ECB6,EBA_AP_AP1008,AP1008,EBA_AP,Type of parameter for distribution model,,
ECB6,EBA_ZZ_ZZ1056,ZZ1056,EBA_ZZ,Main reasons why the institution does not have a climate risk stress test framework,,
ECB6,EBA_CU_CU1006,CU1006,EBA_CU,Hierarchy for currencies for Stress Test (NII Other calculation),,
ECB6,EBA_ZZ_ZZ1003,ZZ1003,EBA_ZZ,Unit of measurement,,
ECB6,EBA_ZZ_ZZ1007,ZZ1007,EBA_ZZ,Scenario speed,,
ECB6,EBA_AP_AP1014,AP1014,EBA_AP,IRB Approach,,
ECB6,EBA_AP_AP1010,AP1010,EBA_AP,Body-tail modelling threshold selection method,,
ECB6,EBA_TR_TR1003,TR1003,EBA_TR,Hierarchy for ICAAP Template - Market risk,,
ECB6,EBA_NC_NC1002,NC1002,EBA_NC,Industry,,
ECB6,EBA_CT_CT1004,CT1004,EBA_CT,Service provider type,,
ECB6,EBA_ZZ_ZZ1042,ZZ1042,EBA_ZZ,Relevance of outsourced IT services,,
ECB6,EBA_ZZ_ZZ1046,ZZ1046,EBA_ZZ,Ice class,,
ECB6,EBA_EC_EC1000,EC1000,EBA_EC,Hierarchy for the exposure classes in credit risk,,
ECB6,EBA_TR_TR1007,TR1007,EBA_TR,Hierarchy for ICAAP Template - Credit risk,,
ECB6,EBA_ZZ_ZZ1085,ZZ1085,EBA_ZZ,Hierarchy for publishing results of climate risk stress test,,
ECB6,EBA_ZZ_ZZ1062,ZZ1062,EBA_ZZ,Climate risk stress testing framework mitigation action,,
ECB6,EBA_GA_GA1001,GA1001,EBA_GA,European Monetary Union plus close cooperating countries,,
ECB6,EBA_GA_GA1005,GA1005,EBA_GA,"GA1004 and ""Total"" and ""Other""",,
ECB6,EBA_ZZ_ZZ1091,ZZ1091,EBA_ZZ,Repayment schedule,,
ECB6,EBA_MC_MC1005,MC1005,EBA_MC,Employment type,,
ECB6,EBA_GA_GA1009,GA1009,EBA_GA,Hierarchy for other countries (NII Other calculation),,
ECB6,EBA_RF_RF1001,RF1001,EBA_RF,Observation period +2 and +3 years,,
ECB6,EBA_CS_CS1003,CS1003,EBA_CS,Baseline and adverse scenario,,
ECB6,EBA_MC_MC1001,MC1001,EBA_MC,Risk change driver,,
ECB6,EBA_GA_GA1004,GA1004,EBA_GA,All countries and other GA4_1 and Northern Macedonia),,
ECB6,EBA_GA_GA1008,GA1008,EBA_GA,Hierarchy for other countries (NII Other calculation),,
ECB6,EBA_RF_RF1004,RF1004,EBA_RF,Estimation period for short-term disorderly scenario,,
ECB6,EBA_MC_MC1004,MC1004,EBA_MC,Facility type,,
ECB6,EBA_ZZ_ZZ1036,ZZ1036,EBA_ZZ,Status of pension scheme to new entrants,,
ECB6,EBA_IM_IM1001,IM1001,EBA_IM,NPE status,,
ECB6,EBA_GA_GA1010,GA1010,EBA_GA,Location of activity,,
ECB6,EBA_ZZ_ZZ1084,ZZ1084,EBA_ZZ,Hierarchy for the institution having a reverse climate risk stress test framework in line with the definition set out in the EBA Guidelines on institutions’ stress testing,,
ECB6,EBA_SC_SC1001,SC1001,EBA_SC,Scope of consolidation for P&L projections,,
ECB6,EBA_AP_AP1011,AP1011,EBA_AP,SICR method,,
ECB6,EBA_AP_AP1015,AP1015,EBA_AP,Approach for securitised positions,,
ECB6,EBA_EC_EC1001,EC1001,EBA_EC,Hierarchy for the exposure classes in credit risk - corporates,,
ECB6,EBA_TR_TR1006,TR1006,EBA_TR,"Hierarchy for ICAAP Template - Other risk than credit risk, market risk, operational risk and interest rate risk from the banking book",,
ECB6,EBA_CT_CT1001,CT1001,EBA_CT,P&L line driver sectors,,
ECB6,EBA_ZZ_ZZ1043,ZZ1043,EBA_ZZ,Overall Risk Level,,
ECB6,EBA_NC_NC1003,NC1003,EBA_NC,NACE codes selected as greenhouse gas extensive,,
ECB6,EBA_TR_TR1002,TR1002,EBA_TR,Hierarchy for ICAAP Template - Credit risk,,
ECB6,EBA_CU_CU1007,CU1007,EBA_CU,Currencies applicable for open axis tables except EUR and USD,,
ECB6,EBA_AP_AP1009,AP1009,EBA_AP,Severity distribution,,
ECB6,EBA_CU_CU1003,CU1003,EBA_CU,List of currencies,,
ECB6,EBA_TR_TR1012,TR1012,EBA_TR,Hierarchy for risk factor category,,
ECB6,EBA_CG_CG9001,CG9001,EBA_CG,Hierarchy for instruments available for rehypothecation,,
ECB6,EBA_ZZ_ZZ1006,ZZ1006,EBA_ZZ,Scenario type,,
ECB6,EBA_AP_AP1005,AP1005,EBA_AP,Calculation method for computational error,,
ECB6,EBA_ZZ_ZZ1041,ZZ1041,EBA_ZZ,IT complexity,,
ECB6,EBA_ZZ_ZZ1045,ZZ1045,EBA_ZZ,Vessel capacity measure,,
ECB6,EBA_ER_ER1001,ER1001,EBA_ER,External rating,,
ECB6,EBA_EC_EC1003,EC1003,EBA_EC,Hierarchy for the exposure classes credit risk - retail unsecured,,
ECB6,EBA_TR_TR1004,TR1004,EBA_TR,Hierarchy for ICAAP Template - Operational risk,,
ECB6,EBA_CT_CT1003,CT1003,EBA_CT,Counterparty type,,
ECB6,EBA_AP_AP1013,AP1013,EBA_AP,Counterparty credit risk approach,,
ECB6,EBA_TR_TR1008,TR1008,EBA_TR,Hierarchy for ICAAP Template - Market risk,,
ECB6,EBA_AP_AP1007,AP1007,EBA_AP,Fitting method parameter,,
ECB6,EBA_CU_CU1009,CU1009,EBA_CU,Hierarchy for currencies used in Climate Risk stress test,,
ECB6,EBA_ZZ_ZZ1004,ZZ1004,EBA_ZZ,Option category,,
ECB6,EBA_CU_CU1001,CU1001,EBA_CU,Currencies applicable for open axis tables except EUR and USD,,
ECB6,EBA_TR_TR1010,TR1010,EBA_TR,Hierarchy for ICAAP Template - Operational risk,,
ECB6,EBA_ZZ_ZZ1008,ZZ1008,EBA_ZZ,Scenario aspect,,
ECB6,EBA_CU_CU1005,CU1005,EBA_CU,Hierarchy for currencies for Stress Test,,
ECB6,EBA_TR_TR1014,TR1014,EBA_TR,Hierarchy for bank major risk (external drivers) 2022,,
ECB6,EBA_MC_MC1006,MC1006,EBA_MC,Vessel segment,,
ECB6,EBA_RF_RF1002,RF1002,EBA_RF,RF1001 and +12 months,,
ECB6,EBA_GA_GA1002,GA1002,EBA_GA,List of key markets for operating income identification,,
ECB6,EBA_GA_GA1006,GA1006,EBA_GA,"GA1004 and ""Other""",,
ECB6,EBA_ZZ_ZZ1061,ZZ1061,EBA_ZZ,Business lines and management levels,,
ECB6,EBA_ZZ_ZZ1082,ZZ1082,EBA_ZZ,Expectation on economic sector based on long-term risk assessment and climate strategy under Climate Risk Stress Test,,
ECB6,EBA_TA_TA1002,TA1002,EBA_TA,Repayment schedule,,
ECB6,EBA_CG_CG1001,CG1001,EBA_CG,Hierarchy for the Breakdown by LTV ratios,Hierarchy for the Breakdown by LTV ratios,
ECB6,EBA_IM_IM1003,IM1003,EBA_IM,Impairment method,,
ECB6,EBA_ZZ_ZZ1039,ZZ1039,EBA_ZZ,Overall Status,,
ECB6,EBA_ZZ_ZZ1087,ZZ1087,EBA_ZZ,Hierarchy for scope of data,,
ECB6,EBA_ZZ_ZZ1060,ZZ1060,EBA_ZZ,Business units interaction,,
ECB6,EBA_IM_IM1002,IM1002,EBA_IM,IFRS 9 staging,,
ECB6,EBA_RF_RF1003,RF1003,EBA_RF,"end years 2030, 2040 and 2050",,
ECB6,EBA_ZZ_ZZ1078,ZZ1078,EBA_ZZ,Information on institution's strategy regardin Module 3 Climate Risk,,
ECB6,EBA_CS_CS1001,CS1001,EBA_CS,Baseline and adverse scenario,,
ECB6,EBA_MC_MC1007,MC1007,EBA_MC,Vessel sub-segment,,
ECB6,EBA_GA_GA1007,GA1007,EBA_GA,"GA1004 and ""Total""",,
ECB6,EBA_ZZ_ZZ1005,ZZ1005,EBA_ZZ,Option subcategory,,
ECB6,EBA_CU_CU1008,CU1008,EBA_CU,Hiererchy for currencies,,
ECB6,EBA_AP_AP1002,AP1002,EBA_AP,Approach used for exposure class,,
ECB6,EBA_AP_AP1006,AP1006,EBA_AP,Frequency distribution,,
ECB6,EBA_TR_TR1015,TR1015,EBA_TR,Hierarchy for bank major risk (internal drivers) 2022,,
ECB6,EBA_TR_TR1011,TR1011,EBA_TR,"Hierarchy for ICAAP Template - Other risk than credit risk, market risk, operational risk and interest rate risk from the banking book",,
ECB6,EBA_CT_CT1002,CT1002,EBA_CT,Counterparty segments as defined under EBA ITS,,
ECB6,EBA_EC_EC1002,EC1002,EBA_EC,Hierarchy for the exposure classes in credit risk - retail secured,,
ECB6,EBA_TR_TR1005,TR1005,EBA_TR,Hierarchy for ICAAP Template - Interest rate risk,,
ECB6,EBA_ZZ_ZZ1044,ZZ1044,EBA_ZZ,Outsourced/Planned outsourced to third country,,
ECB6,EBA_ZZ_ZZ1040,ZZ1040,EBA_ZZ,Online presence and mobile presence importance as business distribution channels,,
ECB6,EBA_TR_TR1001,TR1001,EBA_TR,Bank major risk,,
ECB6,EBA_TR_TR1009,TR1009,EBA_TR,Hierarchy for ICAAP Template - Interest rate risk,,
ECB6,EBA_AP_AP1012,AP1012,EBA_AP,Rating method,,
ECB6,EBA_AP_AP1016,AP1016,EBA_AP,Approach for prudential purposes,,
ECB6,EBA_ZZ_ZZ_DDCTN,ZZ_DDCTN,EBA_ZZ,Type of deduction [New],,
ECB6,EBA_AS_AS1000,AS1000,EBA_AS,Accounting standard. Pension risk,,
ECB,BLN_HIER_1,1,BLN,Any of the boolean entries,Used to map cases when the value of the variable is not relevant for the specific member,false
ECB,STTS_HIER_1,1,STTS,Hierarchy for Status,Hierarchy for Status,true
ECB,CRRNCY_HIER_1,CRRNCY_HIER_1,CRRNCY,All currencies hierarchy,Hierarchical structure of all the currencies,true
ECB,GRP_TYP_HIER_1,1,GRP_TYP,Group hierarchy,Hierarchical structure of the Member Group (-1),true
ECB,SRC_ENCMBRNC_IL,SRC_ENCMBRNC_IL,SRC_ENCMBRNC,Source of encumbrance hierarchy,Hierarchical structure of those Members of the Domain Source of encumbrance that are used in the Input Layer.,false
ECB,TM_INTRVL_HIER_2,2,TM_INTRVL,Time interval hierarchy,Hierarchical structure of the sum of all time intervalls,false
ECB,CRDT_QLTY_HIER_2,2,CRDT_QLTY,"Impaired, Non-impaired hierarchy","Hierarchical structure of the member Impaired, Non-impaired (17)",false
ECB,CRDT_QLTY_HIER_3,3,CRDT_QLTY,"Default, Not in default hierarchy","Hierarchical structure of the member Default, Not in default (10)",false
ECB,SRC_ENCMBRNC_ALL,SRC_ENCMBRNC_ALL,SRC_ENCMBRNC,"Source of encumbrance hierarchy for Encumbered (100), Not encumbered (1)",Hierarchical structure of the Member Encumbered and unencumbered (101),false
ECB,TM_INTRVL_HIER_3,3,TM_INTRVL,Time interval hierarchy for BIRD models,Time interval hierarchy for BIRD models,true
ECB,CRDT_QLTY_HIER_5,5,CRDT_QLTY,Performing and non-performing exposures hierarchy,Hierarchical structure of the member Performing and non-performing exposures (15),false
ECB,CRDT_QLTY_HIER_1,1,CRDT_QLTY,All impairment classification according to IFRS and nGAAP hierarchy,Hierarchical structure of the member All impairment classification according to IFRS and nGAAP (Total) (-1),true
ECB,TM_INTRVL_HIER_1,1,TM_INTRVL,Time interval main hierarchy,Hierarchical structure of the member Total (-1),true
ECB,SCRTY_LVL_HIER_1,1,SCRTY_LVL,Hierarchy for Security level,Hierarchy for Security level,true
ECB,CRDT_QLTY_HIER_4,4,CRDT_QLTY,Allowances hierarchy,"Hierarchical structure of the member Specific allowances (GAAP), General allowances for credit risk, General allowances for banking risk (34)",false
ECB,EXPSR_CLSS_HIER_2,2,EXPSR_CLSS,Exposure classes hierarchy according to Asset Encumbrance,Hierarchical structure of the Member All type of exposure classes according to Asset Encumbrance (100),false
ECB,EXPSR_CLSS_HIER_1,1,EXPSR_CLSS,Exposure classes hierarchy,Hierarchical structure of the Member All type of exposure classes (-1),true
ECB,GGRPHCL_ARS_HIER_1,1,GGRPHCL_ARS,All countries hierarchy,Hierarchical structure of the member All countries (-1),true
ECB,RCGNTN_STTS_HIER_1,1,RCGNTN_STTS,Types of recognition status hierarchy,Hierarchical structure of the Member All types of recognition status (-1),true
ECB,FRBRNC_STTS_HIER_1,1,FRBRNC_STTS,Forbearance status hierarchy,Hierarchical structure of the Member All exposures with or without a renegotiated instrument or forborne (-1),true
ECB,GGRPHCL_ARS_HIER_2,2,GGRPHCL_ARS,Inclusions and exclusions of certain territories in country codes - refers to BPM6 – Annex 6,"The exchange of balance of payments, international investment position statistics – BPM6 – Annex 6 Contents of selected country codes. Inclusions and exclusions of certain territories in country codes (apply for all data requests)",false
ECB,FRBRNC_STTS_HIER_2,2,FRBRNC_STTS,Exposure with forbearance measures hierarchy,Hierarchical structure of the member Exposure with forbearance measures (1),false
ECB,TYP_INSTRMNT_HIER_3,3,TYP_INSTRMNT,"Derivatives, Deposits, Debt securities hierarchy","Hierarchical structure of the member Derivatives, Deposits, Debt securities (1664)",false
ECB,TYP_INSTRMNT_HIER_2,2,TYP_INSTRMNT,"Derivatives, Debt securities, Loans and advances, Equity instruments hierarchy","Hierarchical structure of the member Derivatives, Debt securities, Loans and advances, Equity instruments (312)",false
ECB,SRC_ENCMBRNC_HIER_1,1,SRC_ENCMBRNC,Hierarchy for Source of encumbrance,Hierarchy for Source of encumbrance,true
ECB,TYP_INSTRMNT_HIER_6,6,TYP_INSTRMNT,Type of Instrument hierarchy for BIRD Data Models,Type of Instrument hierarchy for BIRD Data Models,true
ECB,TYP_INSTRMNT_HIER_4,4,TYP_INSTRMNT,"Derivatives, Debt securities, Loans and advances hierarchy","Hierarchical structure of the member Derivatives, Debt securities, Loans and advances (1668)",false
ECB,ECNMC_ACTVTY_HIER_1,1,ECNMC_ACTVTY,Economic activity main hierarchy,Hierarchical structure of the Member All possible economic activities (-1),true
ECB,TYP_INSTRMNT_HIER_1,1,TYP_INSTRMNT,All types of instrument hierarchy,Hierarchical structure of the member All types of instrument (-1),true
ECB,TYP_INSTRMNT_HIER_5,5,TYP_INSTRMNT,Derivatives hierarchy,Hierarchical structure of the member Derivatives (310),false
ECB,TYP_INSTRMNT_HIER_17,17,TYP_INSTRMNT,"Equity instruments, Debt securities, Loans and advances, Deposits, Debt securities issued, Other financial liabilities hierarchy","Hierarchical structure of the member Equity instruments, Debt securities, Loans and advances, Deposits, Debt securities issued, Other financial liabilities (1666)",false
ECB,TYP_INSTRMNT_HIER_13,13,TYP_INSTRMNT,Trade receivables hierarchy,Hierarchical structure of the member Trade receivables (71),false
ECB,INSTTTNL_SCTR_HIER_3,3,INSTTTNL_SCTR,Non-MFIs hierarhy,Hierarchical structure of the member Non-MFIs (S1_B),false
ECB,INSTTTNL_SCTR_HIER_7,7,INSTTTNL_SCTR,Non-financial investors excluding households hierarhy,Hierarchical structure of the member Non-financial investors excluding households (S1_G),false
ECB,TYP_INSTRMNT_HIER_23,23,TYP_INSTRMNT,Loans and advances hierarchy according to FinRep,Hierarchical structure of the member Loans and advances (149) according to FinRep,false
ECB,TYP_INSTRMNT_HIER_22,22,TYP_INSTRMNT,Loans hierarchy according to AnaCredit,Hierarchical structure of the member Loans (119) according to AnaCredit,false
ECB,INSTTTNL_SCTR_HIER_6,6,INSTTTNL_SCTR,Central banks (including multilateral development banks) and General government (including international organisations) hierarhy,Hierarchical structure of the member Central banks (including multilateral development banks) and General government (including international organisations) (S1_MDB_S13_IO),false
ECB,INSTTTNL_SCTR_HIER_2,2,INSTTTNL_SCTR,"Central banks, Credit institutions including multilateral development banks hierarchy","Hierarchical structure of the member Central banks, Credit institutions including multilateral development banks (S121_1)",false
ECB,TYP_INSTRMNT_HIER_12,12,TYP_INSTRMNT,Over the counter (OTC) Derivative instrument hierarchy,Hierarchical structure of the member Over the counter (OTC) Derivative instrument (1),false
ECB,TYP_INSTRMNT_HIER_16,16,TYP_INSTRMNT,"Derivatives, Equity instruments, Debt securities, Loans and advances, Short positions, Deposits, Debt securities issued, Other financial liabilities hierarchy","Hierarchical structure of the member Derivatives, Equity instruments, Debt securities, Loans and advances, Short positions, Deposits, Debt securities issued, Other financial liabilities (1665)",false
ECB,TYP_INSTRMNT_HIER_18,18,TYP_INSTRMNT,"Debt securities, Equity instruments hierarchy","Hierarchical structure of the member Debt securities, Equity instruments (213)",false
ECB,TYP_INSTRMNT_HIER_14,14,TYP_INSTRMNT,"Equity instruments, Debt securities, Loans and advances, Tangible assets. Real Estate, and others hierarchy","Hierarchical structure of the member Equity instruments, Debt securities, Loans and advances, Tangible assets. Real Estate, and others (467)",false
ECB,TYP_INSTRMNT_HIER_10,10,TYP_INSTRMNT,Currency and deposits hierarchy,Hierarchical structure of the member Currency and deposits (1013),false
ECB,TYP_INSTRMNT_HIER_24,24,TYP_INSTRMNT,"Loans and advances hierarchy - CRE, RRE","Hierarchical structure of the member Loans and advances (149) - Breakdown by CRE, RRE",false
ECB,TYP_INSTRMNT_HIER_20,20,TYP_INSTRMNT,Financial guarantees hierarchy,Hierarchical structure of the member Financial guarantees (1010),false
ECB,TYP_INSTRMNT_HIER_61,61,TYP_INSTRMNT,Type of Instrument hierarchy for BIRD Data Models and FINREP,Type of Instrument hierarchy for connecting BIRD Data Models and Finrep,false
ECB,INSTTTNL_SCTR_HIER_4,4,INSTTTNL_SCTR,Central government and post office giro institutions hierarhy,Hierarchical structure of the member Central government and post office giro institutions (S1_E),false
ECB,INSTTTNL_SCTR_HIER_8,8,INSTTTNL_SCTR,Central banks and general government hierarhy,Hierarchical structure of the member Central banks and general government (S1_H),false
ECB,INSTTTNL_SCTR_HIER_5,5,INSTTTNL_SCTR,Non-banks hierarhy,Hierarchical structure of the member Non-banks (S1_NB),false
ECB,INSTTTNL_SCTR_HIER_1,1,INSTTTNL_SCTR,All institutional sectors hierarchy (Total),Hierarchical structure of the member Total (-1),true
ECB,INSTTTNL_SCTR_HIER_9,9,INSTTTNL_SCTR,Other than central banks and general government hierarhy,Hierarchical structure of the member Other than central banks and general government (S1_I),false
ECB,TYP_INSTRMNT_HIER_21,21,TYP_INSTRMNT,Securities financial transaction (SFT) hierarchy,Hierarchical structure of the member Securities financial transaction (SFT) (16),false
ECB,SCRTY_RNK_LVL_HIER_1,1,SCRTY_RNK_LVL,Hierarchy for Security rank level,Hierarchy for Security rank level,true
ECB,TYP_INSTRMNT_HIER_19,19,TYP_INSTRMNT,Loan (excluding repurchase agreement) and advance hierarchy,Hierarchical structure of the member Loan (excluding repurchase agreement) and advance (15),false
ECB,TYP_INSTRMNT_HIER_11,11,TYP_INSTRMNT,Loans and advances hierarchy - On demand [call] and short notice [current account],Hierarchical structure of the member Loans and advances (149) - On demand [call] and short notice [current account],false
ECB,ACCNTNG_FRMWRK_HIER_2,2,ACCNTNG_FRMWRK,Accounting framework hierarchy,Hierarchical structure of the member All types of IFRS or nGAAP Accounting Framework (-1) Secondary,false
ECB,INSTTTNL_SCTR_HIER_11,11,INSTTTNL_SCTR,"Financial corporations other than MFIs, non-MMF investment funds, FVCs and ICPFs hierarhy","Hierarchical structure of the member Financial corporations other than MFIs, non-MMF investment funds, FVCs and ICPFs (12000E)",false
ECB,INSTTTNL_SCTR_HIER_10,10,INSTTTNL_SCTR,MFIs excluding ESCB hierarhy,Hierarchical structure of the member MFIs excluding ESCB (S12_K_A),false
ECB,INSTTTNL_SCTR_HIER_14,14,INSTTTNL_SCTR,All counterparty sectors according to Regulation (EU) No 680/2014 hierarhy,Hierarchical structure of the member All counterparty sectors according to Regulation (EU) No 680/2014 (1),false
ECB,ACCNTNG_FRMWRK_HIER_1,1,ACCNTNG_FRMWRK,Types of IFRS or nGAAP accounting framework hierarchy,Hierarchical structure of the Member All types of IFRS or nGAAP Accounting Framework (-1),true
ECB,INSTTTNL_SCTR_HIER_12,12,INSTTTNL_SCTR,"Central banks, General government including international organisations, Credit institutions including multilateral development banks, Financial corporations other than credit institutions, Non financial corporations hierarhy","Hierarchical structure of the member Central banks, General government including international organisations, Credit institutions including multilateral development banks, Financial corporations other than credit institutions, Non financial corporations (3)",false
ECB,INSTTTNL_SCTR_HIER_13,13,INSTTTNL_SCTR,Credit institutions hierarhy,Hierarchical structure of the member Credit institutions (S122_A),false
ECB,ACCNTNG_CLSSFCTN_HIER_4,4,ACCNTNG_CLSSFCTN,Accounting portfolios for debt instruments subject to impairment hierarchy,Hierarchical structure of the Member Accounting portfolios for debt instruments subject to impairment (19),false
ECB,ACCNTNG_CLSSFCTN_HIER_9,9,ACCNTNG_CLSSFCTN,Accounting portfolios for financial assets measured at cost based methods hierarchy,Hierarchical structure of the member Accounting portfolios for financial assets measured at cost based methods (53),false
ECB,ACCNTNG_CLSSFCTN_HIER_1,1,ACCNTNG_CLSSFCTN,Accounting classification main hierarchy,Hierarchical structure of the Member Accounting portfolios for financial assets other than classified as held for sale (71),true
ECB,ACCNTNG_CLSSFCTN_HIER_5,5,ACCNTNG_CLSSFCTN,Accounting portfolios for trading financial instruments hierarchy,Hierarchical structure of the Member Accounting portfolios for trading financial instruments (38),false
ECB,ACCNTNG_CLSSFCTN_HIER_7,7,ACCNTNG_CLSSFCTN,All types of accounting portfolios for financial assets in accordance to Regulation (EU) No 680/2014 hierarchy,Hierarchical structure of the member All types of accounting portfolios for financial assets in accordance to Regulation (EU) No 680/2014 (50),false
ECB,ACCNTNG_CLSSFCTN_HIER_3,3,ACCNTNG_CLSSFCTN,Accounting portfolios for financial liabilities other than classified as held for sale hierarchy,Hierarchical structure of the Member Accounting portfolios for financial liabilities other than classified as held for sale (72),false
ECB,CRDT_QLTY_TCHNCL_HRRCHY,CRDT_QLTY_TCHNCL_HRRCHY,CRDT_QLTY,Credit quality - technical hierarchy for default status,Credit quality - technical hierarchy for default status,false
ECB,ACCNTNG_CLSSFCTN_HIER_2,2,ACCNTNG_CLSSFCTN,Flat Hierarchy - Measurement for Intangible assets. Other than Goodwill,Hierarchical structure of the Member Measurement for Intangible assets. Other than Goodwill (70),false
ECB,ACCNTNG_CLSSFCTN_HIER_6,6,ACCNTNG_CLSSFCTN,Financial assets and liabilities designated at fair value through profit or loss hierarchy,Hierarchical structure of the Member Financial assets and liabilities designated at fair value through profit or loss (39),false
ECB,ACCNTNG_CLSSFCTN_HIER_13,13,ACCNTNG_CLSSFCTN,Flat Hierarchy - Off balance sheet: measured under IAS 37 or IFRS 4,Hierarchical structure of the Member Off balance sheet: measured under IAS 37 or IFRS 4 (91),false
ECB,ACCNTNG_CLSSFCTN_HIER_15,15,ACCNTNG_CLSSFCTN,"Accounting portfolios for financial assets excluding financial assets held for trading, trading financial assets and cash and cash balances at central banks and other demand deposits hierarchy","Hierarchical structure of the member Accounting portfolios for financial assets excluding financial assets held for trading, trading financial assets and cash and cash balances at central banks and other demand deposits (712)",false
ECB,ACCNTNG_CLSSFCTN_HIER_11,11,ACCNTNG_CLSSFCTN,"Flat Hierarchy - Investments in subsidiaries, joint ventures and associates","Hierarchical structure of the Member Investments in subsidiaries, joint ventures and associates (83)",false
ECB,ACCNTNG_CLSSFCTN_HIER_10,10,ACCNTNG_CLSSFCTN,Flat Hierarchy - Accounting portfolios for financial assets at fair value or strict LOCOM not subject to impairment,Hierarchical structure of the Member Accounting portfolios for financial assets at fair value or strict LOCOM not subject to impairment (63),false
ECB,ACCNTNG_CLSSFCTN_HIER_14,14,ACCNTNG_CLSSFCTN,"Accounting portfolios for financial assets other than classified as held for sale, excluding financial assets held for trading, trading financial assets and cash and cash balances at central banks and other demand deposits hierarchy","Hierarchical structure of the member Accounting portfolios for financial assets other than classified as held for sale, excluding financial assets held for trading, trading financial assets and cash and cash balances at central banks and other demand deposits (711)",false
ECB,CRDT_QLTY_TCHNCL_HRRCHY_2,CRDT_QLTY_TCHNCL_HRRCHY_2,CRDT_QLTY,Credit quality - technical hierarchy for purpose,Credit quality - technical hierarchy for purpose,false
ECB,PRMRY_ASST_CLSSFCTN_HIER_1,1,PRMRY_ASST_CLSSFCTN,Primary asset classification main hierarchy,Hierarchical structure of the Member All possible primary asset classification  (-1),true
ECB,INSTTTNL_SCTR_CNTRL_HIER_1,1,INSTTTNL_SCTR_CNTRL,Hierarchy for Institutional sector control,Hierarchy for Institutional sector control,false
ECB,IMPRMNT_ASSSSMNT_MTHD_HIER_1,1,IMPRMNT_ASSSSMNT_MTHD,Impairment assessment method main hierarchy,Hierarchical structure of the member All types of impairment assessment method (-1),true
