MAINTENANCE_AGENCY_ID,VARIABLE_ID,CODE,NAME,DOMAIN_ID,DESCRIPTION,PRIMARY_CONCEPT,IS_DECOMPOSED
ECB2,ECB2_ACCNTNG_CLSSFCTN,ACCNTNG_CLSSFCTN,Accounting classification of instruments,ECB2_CL_SHS_ACCNTNG_CLSSFCTN,Accounting portfolio where the instrument is recorded in accordance with the accounting standard applied by the reporting agent,,
ECB2,ECB2_INPUT_TYPE_GROUP,INPUT_TYPE_GROUP,Type of Input for group,ECB2_CL_SHS_INPUT_TYPE,Type of Input for group,,
ECB2,ECB2_DT_DFLT_STTS_ISSR,DT_DFLT_STTS_ISSR,Date of the default status of the issuer,ECB2_DT,Date of the default status of the issuer,,
ECB2,ECB2_GUARANTOR_ID_TYPE,GUARANTOR_ID_TYPE,Guarantor ID type,ECB2_CL_SHS_ID_TYPE,Guarantor ID type,,
ECB2,ECB2_INPUT_TYPE_ENTITY,INPUT_TYPE_ENTITY,Type of Input for entity,ECB2_CL_SHS_INPUT_TYPE,Type of Input for entity,,
ECB2,ECB2_DFLT_STTS_INSTRMNT,DFLT_STTS_INSTRMNT,Default status of the instrument,ECB2_CL_SHS_DFLT_STTS,Identification of the default status of the instrument in accordance with Article 178 of Regulation (EU) No 575/2013,,
ECB2,ECB2_ISSUER_NACE_SECTOR,ISSUER_NACE_SECTOR,Issuer NACE sector,ECB2_CL_SHS_NACE,Main economic activity of the issuer according to NACE (source: CSDB),,
ECB2,ECB2_GROUP_ACC_STANDARD,GROUP_ACC_STANDARD,Accounting Standard of the Group,ECB2_CL_SHS_ACC_STANDARD,Accounting Standard of the Group,,
ECB2,ECB2_ENTITY_STATUS_DATE,ENTITY_STATUS_DATE,Entity status date,ECB2_DT,Entity status date,,
ECB2,ECB2_ACCMLTD_CHNGS_FV_CR,ACCMLTD_CHNGS_FV_CR,Accumulated changes in fair value due to credit risk,ECB2_MNTRY,Accumulated changes in fair value due to credit risk in accordance with Part 2.46 of Annex V to Implementing Regulation (EU) No 680/2014.,,
ECB2,ECB2_PRIMARY_ASSET_CLASS,PRIMARY_ASSET_CLASS,Primary asset classification,ECB2_PrAsCl,Primary asset classification,,
ECB2,ECB2_IMMEDIATE_PARENT_ID,IMMEDIATE_PARENT_ID,Immediate parent ID,ECB2_STRNG,Immediate parent ID,,
ECB2,ECB2_ENTITY_ACC_STANDARD,ENTITY_ACC_STANDARD,Accounting Standard of the entity,ECB2_CL_SHS_ACC_STANDARD,Accounting Standard of the entity,,
ECB2,ECB2_APPRCH_PRDNTL_PRPSS,APPRCH_PRDNTL_PRPSS,Approach for prudential purposes,ECB2_CL_SHS_APPRCH_PRDNTL_PRPSS,Identification of the approach used to calculate the risk-weighted exposure amounts for the purposes of points (a) and (f) of Article 92(3) of Regulation (EU) No 575/2013,,
ECB2,ECB2_SECURITY_STATUS_DATE,SECURITY_STATUS_DATE,Security status date,ECB2_DT,Security status date,,
ECB2,ECB2_CMLTV_RCVRS_SNC_DFLT,CMLTV_RCVRS_SNC_DFLT,Cumulative recoveries since default,ECB2_MNTRY,The total amount recovered since the date of default.,,
ECB2,ECB2_INTRA_GROUP_ACC_SCOPE,INTRA_GROUP_ACC_SCOPE,Issuer is part of the Group (accounting scope),ECB2_CL_SHS_ISSUER_RBG,Issuer is part of the Group (accounting scope),,
ECB2,ECB2_DT_DFLT_STTS_INSTRMNT,DT_DFLT_STTS_INSTRMNT,Date of the default status of the instrument,ECB2_DT,Date of the default status of the instrument,,
ECB2,ECB2_IMPRMNT_ASSSSMNT_MTHD,IMPRMNT_ASSSSMNT_MTHD,Impairment assessment method,ECB2_CL_SHS_IMPRMNT_ASSSSMNT_MTHD,"The method by which it is assessed if the instrument is subject to impairment in accord-ance with applied accounting standards. Collective and individual methods are distin-guished. The attribute may not be available for the reporting of intra-group holdings (prudential scope) and “pure” short positions (i.e. those where no positive amount is held and recorded on the asset side) as well as equity. In this case, a dedicated code ""0"" (for ""not applicable"") has to be provided.

Please refer to the description of the attribute in the SHSG Guidance notes on the SHS Regulation for more detailed background information.",,
ECB2,ECB2_INTRA_GROUP_PRUD_SCOPE,INTRA_GROUP_PRUD_SCOPE,Issuer is part of the Group (prudential scope),ECB2_CL_SHS_ISSUER_RBG,Issuer is part of the Group (prudential scope),,
ECB2,ECB2_IMMEDIATE_PARENT_ID_TYPE,IMMEDIATE_PARENT_ID_TYPE,Immediate parent ID type,ECB2_CL_SHS_ID_TYPE,Immediate parent ID type,,
ECB2,ECB2_ASSET_SECURITISATION_TYPE,ASSET_SECURITISATION_TYPE,Asset securitisation type,ECB2_AsSeTy,Type of securing asset (source: CSDB),,
ECB,RSDL_MTRTY_LBLTY_INTRVL,RSDL_MTRTY_LBLTY_INTRVL,Residual maturity of the liability interval,TM_INTRVL,"The residual maturity of the liability w.r.t. Asset encumbrance.
See EBA ITS on Asset encumbrance, 3.2.2. Instructions concerning specific columns.
It represents the residual maturity of the matching liability.",,
ECB,ENCMBRD_ASST_CLLTRL_RCVD,ENCMBRD_ASST_CLLTRL_RCVD,Encumbered asset or collateral received,SRC_ENCMBRNC,Identifies encumbered assets or encumbered collateral received.,,true
ECB,TYP_PRDNTL_ITM,TYP_PRDNTL_ITM,Type of prudential item,TYP_PRDNTL_ITM,(insert description please),,true
ECB,TYP_ABSTRCT_INSTRMNT_RL,TYP_ABSTRCT_INSTRMNT_RL,Type of abstract intrument role,ABSTRCT_INSTRMNT_RL_TYP,Type of abstract intrument role,,
ECB,PD,PD,Probability of default,RL,"The counterparty’s probability of default over one year determined in accordance with Articles 160, 163, 179 and 180 of Regulation (EU) No 575/2013.",,
ECB,ISIN,ISIN,ISIN code,STRNG,ISIN of the security.,,
ECB,ARRRS,ARRRS,Arrears for the instrument,MNTRY,"Aggregate amount of principal, interest and any fee payment outstanding at the reporting date, which is contractually due and has not been paid (past due). This amount is always to be reported. '0' is to be reported if the instrument was not past due on the reporting date.",,
ECB,NM_GRP,NM_GRP,Group Name,STRNG,Group Name,,
ECB,DT_ISS,DT_ISS,Issue date,DT,The date on which the securities are delivered to the underwriter by the issuer against payment. This is the date when the securities are available for delivery to investors for the first time. Note: For a strip this column indicates the date on which the,,
ECB,LEI_LE,LEI_LE,Legal Entity LEI,STRNG,Legal Entity Identifier (LEI) in line with ISO 17442 of the legal entity of the reporting group.,LEI,
ECB,GRP_LEI,GRP_LEI,Group LEI,STRNG,Legal Entity Identifier (LEI) in line with International Organization for Standardization (ISO) 17442 of the reporting group.,LEI,
ECB,MRKT_VL,MRKT_VL,Market value amount of the collateral,MNTRY,The market value of an object.,,
ECB,IS_LSTD,IS_LSTD,Listed,BLN,Flag indicating if an organisational unit is listed at any stock exchange (domestic or abroad) or its stocks are traded through an exchange; it can inversely be used to indicate the ‘delisting’ of an entity.,,
ECB,GRP_TYP,GRP_TYP,Group type,GRP_TYP,"Type of group (insurance, bank, etc.)",,
ECB,DT_STTS,DT_STTS,Entity status date,DT,The date on which an entity status as reported under “Entity status” came into effect according to par 5.4.22 of the Guidance note of the SHSG regulation,,
ECB,UNT_MSR,UNT_MSR,Unit of measure,RPRTNG_BSS,The variable describes the unit in which the amount is reported,,
ECB,ISSR_ID,ISSR_ID,Issuer identifier,STRNG,An identifier that uniquely identifies an issuer.,ID,
ECB,NMNL_VL,NMNL_VL,Nominal Value,MNTRY,Nominal Value,,
ECB,LEI_ISSR,LEI_ISSR,LEI code belonging to the issuer of securities,STRNG,Reference code in line with the International Organization for Standardization’s (ISO) 17442 standard,,
ECB,DT_PST_D,DT_PST_D,Date of past due,DT,The date on which the instrument became past due in accordance with Part 2.48 of Annex V to Implementing Regulation (EU) No 680/2014. This is the latest such date prior to the reporting reference date and it is to be reported if the instrument is past due on the reporting reference date.,,
ECB,GRNTR_ID,GRNTR_ID,Guarantor identiifer,STRNG,An identifier that uniquely identifies a guarantor.,ID,
ECB,CNTRY_LE,CNTRY_LE,Country of residence (LE),GGRPHCL_ARS,Counterparty’s country.,CNTRY,
ECB,LGD_NRML,LGD_NRML,Loss given default (LGD) in normal economic times,RL,Loss given default (LGD) in normal economic times,,
ECB,DT_MTRTY,DT_MTRTY,Maturity date,DT,Date on which the debt instrument is actually redeemed,,
ECB,SCRTY_ID,SCRTY_ID,Security identifier,STRNG,An identifier to uniquely identify each security.,ID,
ECB,RSK_WGHT,RSK_WGHT,Risk-weight,RL,Risk-weight,,
ECB,DT_RFRNC,DT_RFRNC,Reference date,DT,"Reporting agents shall report credit data as recorded on the following reporting reference dates: (a) for monthly transmissions, on the last day of each month; (b) for quarterly transmissions, on the last day of March, June, September and December.",,
ECB,EXPSR_VL,EXPSR_VL,Exposure Value,MNTRY,"Exposure Value according to Regulation (EU) 575/2013, Article 111 Exposure value.",,
ECB,ISSR_STTS,ISSR_STTS,Issuer status,STTS,"The variable describes the status of the issuer, i.e. whether the issuer is alive (active) or not alive (not active).",STTS,
ECB,SCRTY_LVL,SCRTY_LVL,Security level,SCRTY_LVL,"It defines the ‘security level’ whether an instrument is secured or unsecured, i.e. whether there is recourse to the cash flows of a securitised portfolio.",,
ECB,SNRTY_TYP,SNRTY_TYP,Instrument seniority type,SNRTY_TYP,"The variable describes whether the instrument is guaranteed or not, its rank level and whether it is secured or not.",,
ECB,GRP_ID_TYP,GRP_ID_TYP,Group identifier type,TYP_ID,"The variable describes the type of identifier used as a Group ID, e.g. to specify that the RIAD code has been used for the Group ID.",,
ECB,EXPSR_CLSS,EXPSR_CLSS,Exposure class,EXPSR_CLSS,"Exposure class according to Regulation (EU) 575/2013, Article 112 Exposure class.",,
ECB,UNT_MSR_NV,UNT_MSR_NV,Unit of measure of the nominal value,RPRTNG_BSS,The variable describes the unit of measure of the nominal value,,
ECB,SCRTY_STTS,SCRTY_STTS,Security status,STTS,"It indicates the status of the security, i.e. whether the instrument is alive (active) or not alive (not active)",,
ECB,RPRTNG_BSS,RPRTNG_BSS,Reporting basis,RPRTNG_BSS,From NCBs,,
ECB,LGD_DWNTRNS,LGD_DWNTRNS,Loss given default (LGD) in downturns,RL,Loss given default (LGD) in downturns,,
ECB,ISSR_ID_TYP,ISSR_ID_TYP,Issuer identifier type,TYP_ID,"The variable describes the type of identifier used as Issuer ID, e.g. to specify that the RIAD code has been used for the Immediate parent ID.",,
ECB,CRRYNG_AMNT,CRRYNG_AMNT,Carrying amount,MNTRY,The carrying amount in accordance with Annex V to Implementing Regulation (EU) No 680/2014.,,
ECB,RCGNTN_STTS,RCGNTN_STTS,Recognition,RCGNTN_STTS,Balance sheet recognition of the financial asset.,,
ECB,NM_ENTTY_LE,NM_ENTTY_LE,Name (LE),STRNG,Full legal name of the counterparty.,NM_ENTTY,
ECB,FRBRNC_STTS,FRBRNC_STTS,Forbearance and renegotiation status,FRBRNC_STTS,Identification of forborne and renegotiated instruments.,,
ECB,CLLTRL_LCTN,CLLTRL_LCTN,Collateral geographical location,GGRPHCL_ARS,Collateral geographical location,,
ECB,TYP_INSTRMNT,TYP_INSTRMNT,Type of instrument,TYP_INSTRMNT,Classification of the instrument according to the type of contractual terms agreed between the parties.,,
ECB,PRFRMNG_STTS,PRFRMNG_STTS,Performing status,CRDT_QLTY,Performing status in accordance with Implementing Regulation (EU) No 680/2014.,,
ECB,IMPRMNT_STTS,IMPRMNT_STTS,Impairment status,CRDT_QLTY,Type of impairment recorded in accordance with the accounting standard – IFRS or national GAAP.,,
ECB,SRC_ENCMBRNC,SRC_ENCMBRNC,Source of encumbrance,SRC_ENCMBRNC,"Type of transaction in which the exposure is encumbered in accordance with Implementing Regulation (EU) No 680/2014. An asset will be treated as encumbered if it has been pledged or if it is subject to any form of arrangement to secure, collateralise or credit enhance any instrument from which it cannot be freely withdrawn.",,
ECB,TYP_GRNTR_ID,TYP_GRNTR_ID,Guarantor ID type,TYP_ID,Guarantor ID type,ID,
ECB,PRDNTL_PRTFL,PRDNTL_PRTFL,Prudential portfolio,PRDNTL_PRTFL,Classification of exposures in the trading book as defined in Article 4(1)(86) of Regulation (EU) No 575/2013.,,
ECB,AREA_ISSR_SHS,AREA_ISSR_SHS,Area where the issuer is located,GGRPHCL_ARS,Area where the securities issuer is located. This is a union of countries and international organisations,,
ECB,CRRNCY_DNMNTN,CRRNCY_DNMNTN,Currency denomination of instruments,CRRNCY,"Currency denomination of instruments, in accordance with the ISO’s 4217 standard",,
ECB,ISSR_STTS_DTL,ISSR_STTS_DTL,Details on the issuer status,ISSR_STTS_DTL,"The variable provides additional information on the status of the issuer, e.g. reasons for not being alive anymore.",STTS,
ECB,INSTTTNL_SCTR,INSTTTNL_SCTR,Institutional sector,INSTTTNL_SCTR,"Institutional sectors in accordance with Regulation (EU) No 549/2013, Regulation (EU) No 575/2013 and Regulation (EU) No 1075/2013 of the European Central Bank (ECB/2013/40)(1).",,
ECB,NM_ENTTY_ISSR,NM_ENTTY_ISSR,Name,STRNG,Full legal name of the counterparty acting in the role of issuer of securities,,
ECB,RPRTNG_FRQNCY,RPRTNG_FRQNCY,Frequency of the reporting,FRQNCY,"Frequency of reporting due, if any.",,
ECB,DT_SCRTY_STTS,DT_SCRTY_STTS,Security status date,DT,Indicates the Date at which the Security Status has changed from alive to not-alive,,
ECB,SCRTY_RNK_LVL,SCRTY_RNK_LVL,Security rank level,SCRTY_RNK_LVL,It defines the security  ‘rank level’  how the instrument ranks in case of liquidation relatively compared to other instruments issued by the same issuer.,,
ECB,SCRTY_GRNT_LVL,SCRTY_GRNT_LVL,Security guarantee level,SCRTY_GRNT_LVL,"It defines the security ‘guarantee level’  whether the instrument is guaranteed by an entity different from the issuer, e.g. by the government. Further information may be found in the Guidance notes to reporting agents on SHS regulation (see https://www.ecb.europa.eu/pub/pdf/other/guidance_notes_to_reporting_agents_on_shs_regulation201705.en.pdf).",,
ECB,CRRNCY_UNT_MSR,CRRNCY_UNT_MSR,Unit of measure currency,CRRNCY,The variable describes the currency of the unit in which the amount is reported,CRRNCY,
ECB,DFLT_STTS_ISSR,DFLT_STTS_ISSR,Default status of the issuer,CRDT_QLTY,Default status of the issuer,,
ECB,DT_FRBRNC_STTS,DT_FRBRNC_STTS,Date of forbearance and renegotiation status,DT,The date on which a forbearance or renegotiation status as reported under 'status of forbearance and renegotiation' is considered to have occurred.,,
ECB,SCRTY_STTS_DTL,SCRTY_STTS_DTL,Details on the security status,SCRTY_STTS_DTL,The variable provides additional information on the security status,,
ECB,ACCMLTD_IMPRMNT,ACCMLTD_IMPRMNT,Accumulated impairment,MNTRY,"The amount of loss allowances that are held against or are allocated to the instrument on the reporting reference date. This data attribute applies to instruments subject to impairment under the applied accounting standard. Under IFRS, the accumulated impairment relates to the following
amounts:
(i) loss allowance at an amount equal to 12-month expected
credit losses;
(ii) loss allowance at an amount equal to lifetime expected
credit losses.
Under GAAP, the accumulated impairment relates to the following
amounts:
(i) loss allowance at an amount equal to general allowances;
(ii) loss allowance at an amount equal to specific allowances.",,
ECB,TYP_INSTRMNT_ID,TYP_INSTRMNT_ID,Identifier type,TYP_INSTRMNT_ID,Codification type for the security,ID,
ECB,DT_PRFRMNG_STTS,DT_PRFRMNG_STTS,Date of the performing status of the instrument,DT,The date on which the performing status is considered to have been established or changed.,,
ECB,TYP_ASST_SCRTSTN,TYP_ASST_SCRTSTN,Type of asset provided as security,TYP_ASST_SCRTSTN,Type of asset provided as security.,,
ECB,LGL_ENTTY_ID_TYP,LGL_ENTTY_ID_TYP,Entity ID type,TYP_ID,The variable describes the entity ID type,,
ECB,INSTTTNL_SCTR_LE,INSTTTNL_SCTR_LE,Institutional sector (LE),INSTTTNL_SCTR,"Institutional sectors of the legal entity in accordance with Regulation (EU) No 549/2013, Regulation (EU) No 575/2013 and Regulation (EU) No 1075/2013 of the European Central Bank (ECB/2013/40)(1).",INSTTTNL_SCTR,
ECB,ACCNTNG_CLSSFCTN,ACCNTNG_CLSSFCTN,Accounting classification,ACCNTNG_CLSSFCTN,Accounting portfolio where the instrument is recorded in accordance with the accounting standard – IFRS or national GAAP –under Regulation (EU) 2015/534 (ECB/2015/13) applied by the observed agent's legal entity.,,
ECB,CRRNCY_UNT_MSR_NV,CRRNCY_UNT_MSR_NV,Currency of the nominal value,CRRNCY,The variable describes the currency of the nominal value,CRRNCY,
ECB,DT_DFLT_STTS_ISSR,DT_DFLT_STTS_ISSR,Date of the default status of the issuer,DT,Date of the default status of the issuer,,
ECB,GRP_INSTTTNL_SCTR,GRP_INSTTTNL_SCTR,Institutional sector of the group,INSTTTNL_SCTR,The variable describes the institutional sector of the head of the group according to ESA 2010,INSTTTNL_SCTR,
ECB,IMMDT_PRNT_ID_TYP,IMMDT_PRNT_ID_TYP,Immediate Parent identifier type,TYP_ID,"The variable describes the type of identifier used as Immediate parent ID, e.g. to specify that the RIAD code has been used for the Immediate parent ID.",,
ECB,ACCNTNG_FRMWRK_SL,ACCNTNG_FRMWRK_SL,Accounting framework for solo reporting,ACCNTNG_FRMWRK,Information on the accounting framework used by the entity when reporting on a solo basis. The information provided by NCAs is used to calculate the Accounting standard attribute to EBA (ACC_STD).,,
ECB,RPRTNG_INSTTTN_CD,RPRTNG_INSTTTN_CD,NA,RPRTNG_INSTTTN,NA,ENTTY_CD,
ECB,ECNMC_ACTVTY_ISSR,ECNMC_ACTVTY_ISSR,Economic activity of the issuer of securities,ECNMC_ACTVTY,"Classification of counterparties according to their economic activities, in accordance with the NACE revision 2 statistical classification as laid down in Regulation (EC) No 1893/2006 of the European Parliament and of the Council.",,
ECB,DFLT_STTS_INSTRMNT,DFLT_STTS_INSTRMNT,Default status of the instrument,CRDT_QLTY,Default status of the instrument,DFLT_STTS,
ECB,ORGNL_MTRTY_INTRVL,ORGNL_MTRTY_INTRVL,Original maturity,TM_INTRVL,Classification of [Original maturity in days] according to a set of predefined periods.,,
ECB,RPRTNG_AGNT_GRP_ID,RPRTNG_AGNT_GRP_ID,Reporting agent group identifier,STRNG,Reporting agent group identifier,,
ECB,INSTTTNL_SCTR_ISSR,INSTTTNL_SCTR_ISSR,Security issuer sector,INSTTTNL_SCTR,INSTTTNL_SCTR_ISSR,,
ECB,ACCNTNG_FRMWRK_CNS,ACCNTNG_FRMWRK_CNS,Accounting Framework for Cons Reporting,ACCNTNG_FRMWRK,Information on the accounting framework used by the entity when reporting on consolidated basis. The information provided by NCAs is used to calculate the Accounting standard attribute to EBA (ACC_STD).,,
ECB,PRMRY_ASST_CLSSFCTN,PRMRY_ASST_CLSSFCTN,Primary asset classification,PRMRY_ASST_CLSSFCTN,Truncated primary asset classification,,
