MAINTENANCE_AGENCY_ID,MAPPING_ID,NAME,MAPPING_TYPE,CODE,ALGORITHM,MEMBER_MAPPING_ID,VARIABLE_MAPPING_ID
ECB,SHS_COMPILING_ORG,Mapping of Reporting institution code for the template SHS,E,SHS_COMPILING_ORG,,SHS_COMPILING_ORG,SHS_COMPILING_ORG
ECB,SHS_ENTITY_STATUS,Mapping of Entity status for the template SHS,E,SHS_ENTITY_STATUS,,SHS_ENTITY_STATUS,SHS_ENTITY_STATUS
ECB,SHS_NOMINAL_VALUE,SHS_NOMINAL_VALUE,A,SHS_NOMINAL_VALUE,,,SHS_NOMINAL_VALUE
ECB,SHS_HOLDER_SECTOR,Mapping of Holder Sector for the template SHS,E,SHS_HOLDER_SECTOR,,SHS_HOLDER_SECTOR,SHS_HOLDER_SECTOR
ECB,SHS_ACCR_INTEREST,SHS_ACCR_INTEREST,A,SHS_ACCR_INTEREST,,,SHS_ACCR_INTEREST
ECB,SHS_ORIG_MAT_DAYS,SHS_ORIG_MAT_DAYS,A,SHS_ORIG_MAT_DAYS,,,SHS_ORIG_MAT_DAYS
ECB,SHS_ISSUER_SECTOR,Mapping of Issuer ESA 2010 sector for the template SHS,E,SHS_ISSUER_SECTOR,,SHS_ISSUER_SECTOR,SHS_ISSUER_SECTOR
ECB,SHS_GROUP_ID_TYPE,Mapping of Group ID type for the template SHS,E,SHS_GROUP_ID_TYPE,,SHS_GROUP_ID_TYPE,SHS_GROUP_ID_TYPE
ECB,SHS_ENTITY_ID_TYPE,Mapping of Entity ID type  for the template SHS,E,SHS_ENTITY_ID_TYPE,,SHS_ENTITY_ID_TYPE,SHS_ENTITY_ID_TYPE
ECB,SHS_ISSUER_ID_TYPE,Mapping of Issuer ID type for the template SHS,E,SHS_ISSUER_ID_TYPE,,SHS_ISSUER_ID_TYPE,SHS_ISSUER_ID_TYPE
ECB,SHS_AMOUNT_OUT_EUR,SHS_AMOUNT_OUT_EUR,A,SHS_AMOUNT_OUT_EUR,,,SHS_AMOUNT_OUT_EUR
ECB,SHS_MONTH_AV_PRICE,SHS_MONTH_AV_PRICE,A,SHS_MONTH_AV_PRICE,,,SHS_MONTH_AV_PRICE
ECB,SHS_DFLT_STTS_ISSR,Mapping of Default status of the issuer for the template SHS,E,SHS_DFLT_STTS_ISSR,,SHS_DFLT_STTS_ISSR,SHS_DFLT_STTS_ISSR
ECB,SHS_LEVEL_IN_GROUP,SHS_LEVEL_IN_GROUP,A,SHS_LEVEL_IN_GROUP,,,SHS_LEVEL_IN_GROUP
ECB,SHS_DT_FRBRNC_STTS,SHS_DT_FRBRNC_STTS,A,SHS_DT_FRBRNC_STTS,,,SHS_DT_FRBRNC_STTS
ECB,SHS_RESID_MAT_DAYS,SHS_RESID_MAT_DAYS,A,SHS_RESID_MAT_DAYS,,,SHS_RESID_MAT_DAYS
ECB,SHS_SENIORITY_TYPE,Mapping of Instrument seniority type for the template SHS,E,SHS_SENIORITY_TYPE,,SHS_SENIORITY_TYPE,SHS_SENIORITY_TYPE
ECB,SHS_ISSUER_COUNTRY,Mapping of Issuer country for the template SHS,E,SHS_ISSUER_COUNTRY,,SHS_ISSUER_COUNTRY,SHS_ISSUER_COUNTRY
ECB,SHS_MARKET_CAP_EUR,SHS_MARKET_CAP_EUR,A,SHS_MARKET_CAP_EUR,,,SHS_MARKET_CAP_EUR
ECB,SHS_INTERN_ORG_CODE,SHS_INTERN_ORG_CODE,A,SHS_INTERN_ORG_CODE,,,SHS_INTERN_ORG_CODE
ECB,SHS_IDENTIFIER_TYPE,Mapping of Identifier type for the template SHS,E,SHS_IDENTIFIER_TYPE,,SHS_IDENTIFIER_TYPE,SHS_IDENTIFIER_TYPE
ECB,SHS_ACCMLTD_IMPRMNT,SHS_ACCMLTD_IMPRMNT,A,SHS_ACCMLTD_IMPRMNT,,,SHS_ACCMLTD_IMPRMNT
ECB,SHS_UNIT_MEASURE_NV,Mapping of Unit for Nominal Value for the template SHS,E,SHS_UNIT_MEASURE_NV,,SHS_UNIT_MEASURE_NV,SHS_UNIT_MEASURE_NV
ECB,SHS_REPORTING_BASIS,Mapping of Reporting basis  for the template SHS,E,SHS_REPORTING_BASIS,,SHS_REPORTING_BASIS,SHS_REPORTING_BASIS
ECB,SHS_QUOTATION_BASIS,Mapping of Quotation basis for the template SHS,E,SHS_QUOTATION_BASIS,,SHS_QUOTATION_BASIS,SHS_QUOTATION_BASIS
ECB,SHS_DIVIDEND_AMOUNT,SHS_DIVIDEND_AMOUNT,A,SHS_DIVIDEND_AMOUNT,,,SHS_DIVIDEND_AMOUNT
ECB,SHS_DT_PRFRMNG_STTS,SHS_DT_PRFRMNG_STTS,A,SHS_DT_PRFRMNG_STTS,,,SHS_DT_PRFRMNG_STTS
ECB,SHS_COLLATERAL_AREA,Mapping of Collateral geographical location for the template SHS,E,SHS_COLLATERAL_AREA,,SHS_COLLATERAL_AREA,SHS_COLLATERAL_AREA
ECB,SHS_SECURITY_STATUS,Mapping of Security status for the template SHS,E,SHS_SECURITY_STATUS,,SHS_SECURITY_STATUS,SHS_SECURITY_STATUS
ECB,SHS_ISSUER_MFI_CODE,SHS_ISSUER_MFI_CODE,A,SHS_ISSUER_MFI_CODE,,,SHS_ISSUER_MFI_CODE
ECB,SHS_LAST_SPLIT_DATE,SHS_LAST_SPLIT_DATE,A,SHS_LAST_SPLIT_DATE,,,SHS_LAST_SPLIT_DATE
ECB,SHS_ORIG_MAT_BRACKET,Mapping of Original maturity bracket (category) for the template SHS,E,SHS_ORIG_MAT_BRACKET,,SHS_ORIG_MAT_BRACKET,SHS_ORIG_MAT_BRACKET
ECB,SHS_MONTH_AV_PRICE_2,SHS_MONTH_AV_PRICE_2,A,SHS_MONTH_AV_PRICE_2,,,SHS_MONTH_AV_PRICE_2
ECB,SHS_LAST_COUPON_DATE,SHS_LAST_COUPON_DATE,A,SHS_LAST_COUPON_DATE,,,SHS_LAST_COUPON_DATE
ECB,SHS_LAST_COUPON_RATE,SHS_LAST_COUPON_RATE,A,SHS_LAST_COUPON_RATE,,,SHS_LAST_COUPON_RATE
ECB,SHS_REDEMPTION_PRICE,SHS_REDEMPTION_PRICE,A,SHS_REDEMPTION_PRICE,,,SHS_REDEMPTION_PRICE
ECB,SHS_PRICE_VALUE_TYPE,Mapping of Price value type for the template SHS,E,SHS_PRICE_VALUE_TYPE,,SHS_PRICE_VALUE_TYPE,SHS_PRICE_VALUE_TYPE
ECB,SHS_MONTH_AV_PRICE_1,SHS_MONTH_AV_PRICE_1,A,SHS_MONTH_AV_PRICE_1,,,SHS_MONTH_AV_PRICE_1
ECB,SHS_LAST_COUPON_FREQ,Mapping of Last coupon date for the template SHS,E,SHS_LAST_COUPON_FREQ,,SHS_LAST_COUPON_FREQ,SHS_LAST_COUPON_FREQ
ECB,SHS_ACCNTNG_CLSSFCTN,Mapping of Accounting classification of instruments for the template SHS,E,SHS_ACCNTNG_CLSSFCTN,,SHS_ACCNTNG_CLSSFCTN,SHS_ACCNTNG_CLSSFCTN
ECB,SHS_RESID_MAT_BRACKET,Mapping of Residual maturity bracket (category) for the template SHS,E,SHS_RESID_MAT_BRACKET,,SHS_RESID_MAT_BRACKET,SHS_RESID_MAT_BRACKET
ECB,SHS_LAST_SPLIT_FACTOR,SHS_LAST_SPLIT_FACTOR,A,SHS_LAST_SPLIT_FACTOR,,,SHS_LAST_SPLIT_FACTOR
ECB,SHS_DT_DFLT_STTS_ISSR,SHS_DT_DFLT_STTS_ISSR,A,SHS_DT_DFLT_STTS_ISSR,,,SHS_DT_DFLT_STTS_ISSR
ECB,SHS_PRICE_VALUE_BASIS,Mapping of Price value basis for the template SHS,E,SHS_PRICE_VALUE_BASIS,,SHS_PRICE_VALUE_BASIS,SHS_PRICE_VALUE_BASIS
ECB,SHS_GUARANTOR_ID_TYPE,Mapping of Guarantor ID type for the template SHS,E,SHS_GUARANTOR_ID_TYPE,,SHS_GUARANTOR_ID_TYPE,SHS_GUARANTOR_ID_TYPE
ECB,SHS_DIVIDEND_CURRENCY,Mapping of Dividend currency for the template SHS,E,SHS_DIVIDEND_CURRENCY,,SHS_DIVIDEND_CURRENCY,SHS_DIVIDEND_CURRENCY
ECB,SHS_ISSUER_NACE_SECTOR,Mapping of Issuer NACE sector for the template SHS,E,SHS_ISSUER_NACE_SECTOR,,SHS_ISSUER_NACE_SECTOR,SHS_ISSUER_NACE_SECTOR
ECB,SHS_GROUP_ACC_STANDARD,Mapping of Accounting Standard of the Group for the template SHS,E,SHS_GROUP_ACC_STANDARD,,SHS_GROUP_ACC_STANDARD,SHS_GROUP_ACC_STANDARD
ECB,SHS_DFLT_STTS_INSTRMNT,Mapping of Default status of the instrument for the template SHS,E,SHS_DFLT_STTS_INSTRMNT,,SHS_DFLT_STTS_INSTRMNT,SHS_DFLT_STTS_INSTRMNT
ECB,SHS_ACCR_INCOME_FACTOR,SHS_ACCR_INCOME_FACTOR,A,SHS_ACCR_INCOME_FACTOR,,,SHS_ACCR_INCOME_FACTOR
ECB,SHS_ENTITY_STATUS_DATE,SHS_ENTITY_STATUS_DATE,A,SHS_ENTITY_STATUS_DATE,,,SHS_ENTITY_STATUS_DATE
ECB,SHS_PRIMARY_ASSET_CLASS,Mapping of Primary asset classification for the template SHS,E,SHS_PRIMARY_ASSET_CLASS,,SHS_PRIMARY_ASSET_CLASS,SHS_PRIMARY_ASSET_CLASS
ECB,SHS_IMMEDIATE_PARENT_ID,SHS_IMMEDIATE_PARENT_ID,A,SHS_IMMEDIATE_PARENT_ID,,,SHS_IMMEDIATE_PARENT_ID
ECB,SHS_ENTITY_ACC_STANDARD,Mapping of Accounting Standard of the entity for the template SHS,E,SHS_ENTITY_ACC_STANDARD,,SHS_ENTITY_ACC_STANDARD,SHS_ENTITY_ACC_STANDARD
ECB,SHS_DIVIDEND_SETTL_DATE,SHS_DIVIDEND_SETTL_DATE,A,SHS_DIVIDEND_SETTL_DATE,,,SHS_DIVIDEND_SETTL_DATE
ECB,SHS_ACCMLTD_CHNGS_FV_CR,SHS_ACCMLTD_CHNGS_FV_CR,A,SHS_ACCMLTD_CHNGS_FV_CR,,,SHS_ACCMLTD_CHNGS_FV_CR
ECB,SHS_FUNCTIONAL_CATEGORY,Mapping of Function for the template SHS,E,SHS_FUNCTIONAL_CATEGORY,,SHS_FUNCTIONAL_CATEGORY,SHS_FUNCTIONAL_CATEGORY
ECB,SHS_APPRCH_PRDNTL_PRPSS,Mapping of Approach for prudential purposes for the template SHS,E,SHS_APPRCH_PRDNTL_PRPSS,,SHS_APPRCH_PRDNTL_PRPSS,SHS_APPRCH_PRDNTL_PRPSS
ECB,SHS_DIVIDEND_AMOUNT_TYPE,Mapping of Dividend amount type for the template SHS,E,SHS_DIVIDEND_AMOUNT_TYPE,,SHS_DIVIDEND_AMOUNT_TYPE,SHS_DIVIDEND_AMOUNT_TYPE
ECB,SHS_SECURITY_STATUS_DATE,SHS_SECURITY_STATUS_DATE,A,SHS_SECURITY_STATUS_DATE,,,SHS_SECURITY_STATUS_DATE
ECB,SHS_CMLTV_RCVRS_SNC_DFLT,SHS_CMLTV_RCVRS_SNC_DFLT,A,SHS_CMLTV_RCVRS_SNC_DFLT,,,SHS_CMLTV_RCVRS_SNC_DFLT
ECB,SHS_DT_DFLT_STTS_INSTRMNT,SHS_DT_DFLT_STTS_INSTRMNT,A,SHS_DT_DFLT_STTS_INSTRMNT,,,SHS_DT_DFLT_STTS_INSTRMNT
ECB,SHS_IMPRMNT_ASSSSMNT_MTHD,Mapping of Impairment assessment method for the template SHS,E,SHS_IMPRMNT_ASSSSMNT_MTHD,,SHS_IMPRMNT_ASSSSMNT_MTHD,SHS_IMPRMNT_ASSSSMNT_MTHD
ECB,SHS_INTRA_GROUP_ACC_SCOPE,Mapping of Issuer is part of the Group (accounting scope) for the template SHS,E,SHS_INTRA_GROUP_ACC_SCOPE,,SHS_INTRA_GROUP_ACC_SCOPE,SHS_INTRA_GROUP_ACC_SCOPE
ECB,SHS_INTRA_GROUP_PRUD_SCOPE,Mapping of Issuer is part of the Group (prudential scope) for the template SHS,E,SHS_INTRA_GROUP_PRUD_SCOPE,,SHS_INTRA_GROUP_PRUD_SCOPE,SHS_INTRA_GROUP_PRUD_SCOPE
ECB,SHS_IMMEDIATE_PARENT_ID_TYPE,Mapping of Immediate parent ID type for the template SHS,E,SHS_IMMEDIATE_PARENT_ID_TYPE,,SHS_IMMEDIATE_PARENT_ID_TYPE,SHS_IMMEDIATE_PARENT_ID_TYPE
ECB,SHS_ASSET_SECURITISATION_TYPE,Mapping of Asset securitisation type for the template SHS,E,SHS_ASSET_SECURITISATION_TYPE,,SHS_ASSET_SECURITISATION_TYPE,SHS_ASSET_SECURITISATION_TYPE
ECB,DPM_ei152,Mapping of Jurisdiction of incorporation,E,DPM_ei152,,DPM_ei152,DPM_ei152
ECB,DPM_ei218,Mapping of Sector,E,DPM_ei218,,DPM_ei218,DPM_ei218
ECB,DPM_ei219,Mapping of Sector of the counterparty,E,DPM_ei219,,DPM_ei219,DPM_ei219
ECB,DPM_ei364,Mapping of Accounting consolidation code (IFRS Group),E,DPM_ei364,,DPM_ei364,DPM_ei364
ECB,DPM_mi109,DPM_mi109,A,DPM_mi109,,,DPM_mi109
ECB,DPM_mi110,DPM_mi110,A,DPM_mi110,,,DPM_mi110
ECB,DPM_mi134,DPM_mi134,A,DPM_mi134,,,DPM_mi134
ECB,DPM_mi135,DPM_mi135,A,DPM_mi135,,,DPM_mi135
ECB,DPM_mi136,DPM_mi136,A,DPM_mi136,,,DPM_mi136
ECB,DPM_mi164,DPM_mi164,A,DPM_mi164,,,DPM_mi164
ECB,DPM_mi170,DPM_mi170,A,DPM_mi170,,,DPM_mi170
ECB,DPM_mi172,DPM_mi172,A,DPM_mi172,,,DPM_mi172
ECB,DPM_mi191,DPM_mi191,A,DPM_mi191,,,DPM_mi191
ECB,DPM_mi195,DPM_mi195,A,DPM_mi195,,,DPM_mi195
ECB,DPM_mi339,DPM_mi339,A,DPM_mi339,,,DPM_mi339
ECB,DPM_mi340,DPM_mi340,A,DPM_mi340,,,DPM_mi340
ECB,DPM_mi35,DPM_mi35,A,DPM_mi35,,,DPM_mi35
ECB,DPM_mi37,DPM_mi37,A,DPM_mi37,,,DPM_mi37
ECB,DPM_mi43,DPM_mi43,A,DPM_mi43,,,DPM_mi43
ECB,DPM_mi45,DPM_mi45,A,DPM_mi45,,,DPM_mi45
ECB,DPM_mi500,DPM_mi500,A,DPM_mi500,,,DPM_mi500
ECB,DPM_mi501,DPM_mi501,A,DPM_mi501,,,DPM_mi501
ECB,DPM_mi502,DPM_mi502,A,DPM_mi502,,,DPM_mi502
ECB,DPM_mi503,DPM_mi503,A,DPM_mi503,,,DPM_mi503
ECB,DPM_mi504,DPM_mi504,A,DPM_mi504,,,DPM_mi504
ECB,DPM_mi505,DPM_mi505,A,DPM_mi505,,,DPM_mi505
ECB,DPM_mi506,DPM_mi506,A,DPM_mi506,,,DPM_mi506
ECB,DPM_mi507,DPM_mi507,A,DPM_mi507,,,DPM_mi507
ECB,DPM_mi508,DPM_mi508,A,DPM_mi508,,,DPM_mi508
ECB,DPM_mi65,DPM_mi65,A,DPM_mi65,,,DPM_mi65
ECB,DPM_mi7,DPM_mi7,A,DPM_mi7,,,DPM_mi7
ECB,DPM_mi9,DPM_mi9,A,DPM_mi9,,,DPM_mi9
ECB,DPM_md103,DPM_md103,A,DPM_md103,,,DPM_md103
ECB,DPM_md104,DPM_md104,A,DPM_md104,,,DPM_md104
ECB,DPM_md105,DPM_md105,A,DPM_md105,,,DPM_md105
ECB,DPM_md108,DPM_md108,A,DPM_md108,,,DPM_md108
ECB,DPM_md11,DPM_md11,A,DPM_md11,,,DPM_md11
ECB,DPM_md114,DPM_md114,A,DPM_md114,,,DPM_md114
ECB,DPM_md12,DPM_md12,A,DPM_md12,,,DPM_md12
ECB,DPM_md13,DPM_md13,A,DPM_md13,,,DPM_md13
ECB,DPM_md131,DPM_md131,A,DPM_md131,,,DPM_md131
ECB,DPM_md139,DPM_md139,A,DPM_md139,,,DPM_md139
ECB,DPM_md14,DPM_md14,A,DPM_md14,,,DPM_md14
ECB,DPM_md140,DPM_md140,A,DPM_md140,,,DPM_md140
ECB,DPM_md147,DPM_md147,A,DPM_md147,,,DPM_md147
ECB,DPM_md149,DPM_md149,A,DPM_md149,,,DPM_md149
ECB,DPM_md150,DPM_md150,A,DPM_md150,,,DPM_md150
ECB,DPM_md151,DPM_md151,A,DPM_md151,,,DPM_md151
ECB,DPM_md186,DPM_md186,A,DPM_md186,,,DPM_md186
ECB,DPM_md197,DPM_md197,A,DPM_md197,,,DPM_md197
ECB,DPM_md199,DPM_md199,A,DPM_md199,,,DPM_md199
ECB,DPM_md200,DPM_md200,A,DPM_md200,,,DPM_md200
ECB,DPM_md201,DPM_md201,A,DPM_md201,,,DPM_md201
ECB,DPM_md202,DPM_md202,A,DPM_md202,,,DPM_md202
ECB,DPM_md203,DPM_md203,A,DPM_md203,,,DPM_md203
ECB,DPM_md210,DPM_md210,A,DPM_md210,,,DPM_md210
ECB,DPM_md216,DPM_md216,A,DPM_md216,,,DPM_md216
ECB,DPM_md233,DPM_md233,A,DPM_md233,,,DPM_md233
ECB,DPM_md239,DPM_md239,A,DPM_md239,,,DPM_md239
ECB,DPM_md240,DPM_md240,A,DPM_md240,,,DPM_md240
ECB,DPM_md241,DPM_md241,A,DPM_md241,,,DPM_md241
ECB,DPM_md242,DPM_md242,A,DPM_md242,,,DPM_md242
ECB,DPM_md249,DPM_md249,A,DPM_md249,,,DPM_md249
ECB,DPM_md251,DPM_md251,A,DPM_md251,,,DPM_md251
ECB,DPM_md252,DPM_md252,A,DPM_md252,,,DPM_md252
ECB,DPM_md254,DPM_md254,A,DPM_md254,,,DPM_md254
ECB,DPM_md46,DPM_md46,A,DPM_md46,,,DPM_md46
ECB,DPM_md509,DPM_md509,A,DPM_md509,,,DPM_md509
ECB,DPM_md510,DPM_md510,A,DPM_md510,,,DPM_md510
ECB,DPM_md511,DPM_md511,A,DPM_md511,,,DPM_md511
ECB,DPM_md512,DPM_md512,A,DPM_md512,,,DPM_md512
