MAINTENANCE_AGENCY_ID,MEMBER_HIERARCHY_ID,CODE,DOMAIN_ID,NAME,DESCRIPTION,IS_MAIN_HIERARCHY
EBA,EBA_AT73,AT73,EBA_ATY,EBA_AT73,Hierarchy for the impact of correction of errors and changes in accounting policies according to IAS 8,
EBA,EBA_AT81,AT81,EBA_ATY,EBA_AT81,"The different levels of the hierarchy are taken from the respective market risk templates. The hierarchy is only applicable for calculating the specific risk of securitisation positions in the trading book, irrespective of the fact whether the risk weights are determined using the SA or the IRB approach.",
EBA,EBA_AT83,AT83,EBA_ATY,EBA_AT83,EBA_AT83,
EBA,EBA_AT87,AT87,EBA_ATY,EBA_AT87,EBA_AT87,
EBA,EBA_AT9,AT9,EBA_ATY,EBA_AT9,The different levels of the hierarchy are taken from the respective market risk templates. The hierarchy is only applicable for calculating the specific risk of CTP positions in the trading book,
EBA,EBA_AT90,AT90,EBA_ATY,EBA_AT90,EBA_AT90,
EBA,EBA_AT99,AT99,EBA_ATY,EBA_AT99,EBA_AT99,
EBA,EBA_BT1,BT1,EBA_BT,EBA_BT1,Hierarchy for the breakdown between owners of the parent and non-controlling interests,
EBA,EBA_BT10,BT10,EBA_BT,EBA_BT10,EBA_BT10,
EBA,EBA_BT11,BT11,EBA_BT,EBA_BT11,EBA_BT11,
EBA,EBA_BT12,BT12,EBA_BT,EBA_BT12,EBA_BT12,
EBA,EBA_BT13,BT13,EBA_BT,EBA_BT13,EBA_BT13,
EBA,EBA_BT14,BT14,EBA_BT,EBA_BT14,EBA_BT14,
EBA,EBA_BT2,BT2,EBA_BT,EBA_BT2,Hierarchy for the classification of the location of the location of the activities,
EBA,EBA_BT3,BT3,EBA_BT,EBA_BT3,EBA_BT3,
EBA,EBA_BT4,BT4,EBA_BT,EBA_BT4,EBA_BT4,
EBA,EBA_BT6,BT6,EBA_BT,EBA_BT6,EBA_BT6,
EBA,EBA_BT7,BT7,EBA_BT,EBA_BT7,EBA_BT7,
EBA,EBA_BT8,BT8,EBA_BT,EBA_BT8,EBA_BT8,
EBA,EBA_BT9,BT9,EBA_BT,EBA_BT9,EBA_BT9,
EBA,EBA_BT_BT1,BT1,EBA_BT,EBA_BT_BT1,Hierarchy for the breakdown between owners of the parent and non-controlling interests,
EBA,EBA_BT_BT2,BT2,EBA_BT,EBA_BT_BT2,Hierarchy for the classification of the location of the location of the activities,
ECB6,EBA_BT_BT3,BT3,EBA_BT,EBA_BT_BT3,,
ECB6,EBA_BT_BT4,BT4,EBA_BT,EBA_BT_BT4,,
ECB6,EBA_BT_BT6001,BT6001,EBA_BT,EBA_BT_BT6001,,
ECB6,EBA_BT_BT6002,BT6002,EBA_BT,EBA_BT_BT6002,,
EBA,EBA_CG1,CG1,EBA_CG,EBA_CG1,Hierarchy for the split between secured and unsecured assets/liabilities,
EBA,EBA_CG_CG1,CG1,EBA_CG,EBA_CG_CG1,Hierarchy for the split between secured and unsecured assets/liabilities,
ECB6,EBA_CG_CG1001,CG1001,EBA_CG,EBA_CG_CG1001,Hierarchy for the Breakdown by LTV ratios,
ECB6,EBA_CG_CG6001,CG6001,EBA_CG,EBA_CG_CG6001,Hierarchy for the Breakdown by LTV ratios,
ECB6,EBA_CG_CG9001,CG9001,EBA_CG,EBA_CG_CG9001,,
EBA,EBA_CS1,CS1,EBA_CS,EBA_CS1,EBA_CS1,
EBA,EBA_CS2,CS2,EBA_CS,EBA_CS2,EBA_CS2,
EBA,EBA_CS3,CS3,EBA_CS,EBA_CS3,EBA_CS3,
EBA,EBA_CS4,CS4,EBA_CS,EBA_CS4,EBA_CS4,
ECB6,EBA_CS_CS1001,CS1001,EBA_CS,EBA_CS_CS1001,,
ECB6,EBA_CS_CS1003,CS1003,EBA_CS,EBA_CS_CS1003,,
ECB6,EBA_CS_CS6001,CS6001,EBA_CS,EBA_CS_CS6001,,
ECB6,EBA_CS_CS6003,CS6003,EBA_CS,EBA_CS_CS6003,,
EBA,EBA_CT1,CT1,EBA_CT,EBA_CT1,The differentiation is used in the IRB - exposures to large regulated and unregulated entities have to apply a higher correlation when calculating the risk weight,
EBA,EBA_CT15,CT15,EBA_CT,EBA_CT15,Basic breakdown for counterparty sector,
EBA,EBA_CT16,CT16,EBA_CT,EBA_CT16,EBA_CT16,
EBA,EBA_CT16_1,CT16_1,EBA_CT,EBA_CT16_1,Add of Members,
EBA,EBA_CT20,CT20,EBA_CT,EBA_CT20,EBA_CT20,
EBA,EBA_CT32,CT32,EBA_CT,EBA_CT32,"Breakdown for ""Counterparties other than financial corporations""",
EBA,EBA_CT42,CT42,EBA_CT,EBA_CT42,Breakdown of exposures treated and NOT treated as sovereigns for LR calibration purposes,
EBA,EBA_CT45,CT45,EBA_CT,EBA_CT45,EBA_CT45,
EBA,EBA_CT52,CT52,EBA_CT,EBA_CT52,Hierarchy for the classification of the counterparty by size between SMEs and Other than SMEs,
EBA,EBA_CT53,CT53,EBA_CT,EBA_CT53,EBA_CT53,
EBA,EBA_CT54,CT54,EBA_CT,EBA_CT54,EBA_CT54,
EBA,EBA_CT55,CT55,EBA_CT,EBA_CT55,EBA_CT55,
EBA,EBA_CT56,CT56,EBA_CT,EBA_CT56,EBA_CT56,
EBA,EBA_CT57,CT57,EBA_CT,EBA_CT57,EBA_CT57,
EBA,EBA_CT6,CT6,EBA_CT,EBA_CT6,EBA_CT6,
EBA,EBA_CT61,CT61,EBA_CT,EBA_CT61,EBA_CT61,
EBA,EBA_CT7,CT7,EBA_CT,EBA_CT7,EBA_CT7,
EBA,EBA_CT_CT1,CT1,EBA_CT,EBA_CT_CT1,The differentiation is used in the IRB - exposures to large regulated and unregulated entities have to apply a higher correlation when calculating the risk weight,
ECB6,EBA_CT_CT1001,CT1001,EBA_CT,EBA_CT_CT1001,,
ECB6,EBA_CT_CT1002,CT1002,EBA_CT,EBA_CT_CT1002,,
ECB6,EBA_CT_CT1003,CT1003,EBA_CT,EBA_CT_CT1003,,
ECB6,EBA_CT_CT1004,CT1004,EBA_CT,EBA_CT_CT1004,,
EBA,EBA_CT_CT15,CT15,EBA_CT,EBA_CT_CT15,Basic breakdown for counterparty sector,
EBA,EBA_CT_CT16,CT16,EBA_CT,EBA_CT_CT16,,
EBA,EBA_CT_CT16_1,CT16_1,EBA_CT,EBA_CT_CT16_1,Add of Members,
EBA,EBA_CT_CT20,CT20,EBA_CT,EBA_CT_CT20,,
EBA,EBA_CT_CT32,CT32,EBA_CT,EBA_CT_CT32,"Breakdown for ""Counterparties other than financial corporations""",
EBA,EBA_CT_CT42,CT42,EBA_CT,EBA_CT_CT42,Breakdown of exposures treated and NOT treated as sovereigns for LR calibration purposes,
EBA,EBA_CT_CT45,CT45,EBA_CT,EBA_CT_CT45,,
EBA,EBA_CT_CT52,CT52,EBA_CT,EBA_CT_CT52,Hierarchy for the classification of the counterparty by size between SMEs and Other than SMEs,
ECB6,EBA_CT_CT6001,CT6001,EBA_CT,EBA_CT_CT6001,,
ECB6,EBA_CT_CT6002,CT6002,EBA_CT,EBA_CT_CT6002,,
ECB6,EBA_CT_CT6003,CT6003,EBA_CT,EBA_CT_CT6003,,
ECB6,EBA_CT_CT6004,CT6004,EBA_CT,EBA_CT_CT6004,,
ECB6,EBA_CT_CT9001,CT9001,EBA_CT,EBA_CT_CT9001,,
ECB6,EBA_CT_CT9002,CT9002,EBA_CT,EBA_CT_CT9002,,
ECB6,EBA_CT_CT9003,CT9003,EBA_CT,EBA_CT_CT9003,,
ECB6,EBA_CT_CT9004,CT9004,EBA_CT,EBA_CT_CT9004,,
EBA,EBA_CT_CT_all,CT_all,EBA_CT,EBA_CT_CT_all,,
EBA,EBA_CU1,CU1,EBA_CU,EBA_CU1,The set of currencies is used for reporting purposes - those currencies have to be reported separately in the MKR SA FX template.,
EBA,EBA_CU2,CU2,EBA_CU,EBA_CU2,"Generally, the own funds requirements for interest rate risk have to be calculated for currencies separately. This set of currencies is used for reporting purposes - a separate dimension has to be reported for each of those currencies.",
EBA,EBA_CU3,CU3,EBA_CU,EBA_CU3,Currencies applicable for open axis tables (for reference dates to 2014-09-29),
EBA,EBA_CU3_1,CU3_1,EBA_CU,EBA_CU3_1,Currencies applicable for open axis tables (for reference dates from 2014-09-30 to 2016-12-30),
EBA,EBA_CU3_2,CU3_2,EBA_CU,EBA_CU3_2,Currencies applicable for open axis tables (for reference dates from 2016-12-31 to 2018-01-30),
EBA,EBA_CU3_3,CU3_3,EBA_CU,EBA_CU3_3,Currencies applicable for open axis tables (for reference dates from 2018-01-31),
EBA,EBA_CU3_4,CU3_4,EBA_CU,EBA_CU3_4,Currencies applicable for open axis tables (for reference dates from ????-??-??)),
EBA,EBA_CU3_4_WITHOUT_X0,CU3_4_WITHOUT_X0,EBA_CU,EBA_CU3_4_WITHOUT_X0,EBA_CU3_4_WITHOUT_X0,
EBA,EBA_CU4,CU4,EBA_CU,EBA_CU4,EBA_CU4,
EBA,EBA_CU5,CU5,EBA_CU,EBA_CU5,"Currencies applicable for open axis tables including ""All currencies""",
EBA,EBA_CU_CU1,CU1,EBA_CU,EBA_CU_CU1,The set of currencies is used for reporting purposes - those currencies have to be reported separately in the MKR SA FX template.,
ECB6,EBA_CU_CU1001,CU1001,EBA_CU,EBA_CU_CU1001,,
ECB6,EBA_CU_CU1002,CU1002,EBA_CU,EBA_CU_CU1002,,
ECB6,EBA_CU_CU1003,CU1003,EBA_CU,EBA_CU_CU1003,,
ECB6,EBA_CU_CU1005,CU1005,EBA_CU,EBA_CU_CU1005,,
ECB6,EBA_CU_CU1006,CU1006,EBA_CU,EBA_CU_CU1006,,
ECB6,EBA_CU_CU1007,CU1007,EBA_CU,EBA_CU_CU1007,,
ECB6,EBA_CU_CU1008,CU1008,EBA_CU,EBA_CU_CU1008,,
ECB6,EBA_CU_CU1009,CU1009,EBA_CU,EBA_CU_CU1009,,
EBA,EBA_CU_CU2,CU2,EBA_CU,EBA_CU_CU2,"Generally, the own funds requirements for interest rate risk have to be calculated for currencies separately. This set of currencies is used for reporting purposes - a separate dimension has to be reported for each of those currencies.",
