MAINTENANCE_AGENCY_ID,MEMBER_ID,CODE,NAME,DOMAIN_ID,DESCRIPTION
NODE,ABSTRCT_INSTRMNT_RL_TYP_36,,ABSTRCT_INSTRMNT_RL_TYP_36,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_37,37,Non_fair_valued_balance_sheet_recognised_financial_liability_instrument,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_38,38,Over_the_counter_OTC_Credit_default_swap_received_as_collateral_instrument,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_39,39,Other_collateral_received_instrument,ABSTRCT_INSTRMNT_RL_TYP,
NODE,ABSTRCT_INSTRMNT_RL_TYP_4,,ABSTRCT_INSTRMNT_RL_TYP_4,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_40,40,Debt_security_position_hedged_by_Over_the_counter_OTC_derivative,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_41,41,Equity_or_fund_security_position_hedged_by_Over_the_counter_OTC_derivative,ABSTRCT_INSTRMNT_RL_TYP,
NODE,ABSTRCT_INSTRMNT_RL_TYP_45,,ABSTRCT_INSTRMNT_RL_TYP_45,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_46,46,Fair_valued_Balance_sheet_recognised_financial_liability_instrument_according_to_International_Financial_Reporting_Standard_IFRS,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_47,47,Fair_valued_balance_sheet_recognised_financial_liability_instrument_according_to_national_general_accepted_accounting_principles_nGAAP,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_48,48,Past_due_financial_asset_instrument,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_49,49,Not_past_due_financial_asset_instrument,ABSTRCT_INSTRMNT_RL_TYP,
NODE,ABSTRCT_INSTRMNT_RL_TYP_5,,ABSTRCT_INSTRMNT_RL_TYP_5,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_501,501,Forborne_off_balance_sheet_item_given_instrument,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_502,502,Non_Forborne_off_balance_sheet_item_given_instrument,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_6,6,Off_balance_sheet_item_received_instrument,ABSTRCT_INSTRMNT_RL_TYP,
NODE,ABSTRCT_INSTRMNT_RL_TYP_7,,ABSTRCT_INSTRMNT_RL_TYP_7,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_71,71,Collateral_received_instrument_obtained_by_taking_possession,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_72,72,Not_obtained_collateral_received_instrument,ABSTRCT_INSTRMNT_RL_TYP,
,ABSTRCT_INSTRMNT_RL_TYP_8,8,Collateral_given_instrument,ABSTRCT_INSTRMNT_RL_TYP,
,ACCNTNG_CLSSFCTN_0,0,Not_applicable,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_13,,ACCNTNG_CLSSFCTN_13,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_14,14,IFRS_Cash_balances_at_central_banks_and_other_demand_deposits_Cash_balances_at_central_banks_and_other_demand_deposits_in_accordance_with_IFRS,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_15,,ACCNTNG_CLSSFCTN_15,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_16,,ACCNTNG_CLSSFCTN_16,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_19,,ACCNTNG_CLSSFCTN_19,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_2,2,IFRS_Financial_assets_held_for_trading_Financial_assets_held_for_trading_in_accordance_with_IFRS,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_21,21,IFRS_Financial_liabilities_measured_at_amortised_cost_Financial_liabilities_measured_at_amortised_cost_in_accordance_with_IFRS,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_23,23,IFRS_Financial_liabilities_held_for_trading_Financial_liabilities_held_for_trading_in_accordance_with_IFRS,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_25,25,IFRS_Financial_liabilities_designated_at_fair_value_through_profit_or_loss_Financial_liabilities_designated_at_fair_value_through_profit_or_loss_in_accordance_with_IFRS,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_3,3,nGAAP_Trading_Financial_assets_Trading_financial_assets_in_accordance_with_national_GAAP,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_31,31,nGAAP_Non_trading_non_derivative_financial_liabilities_measured_at_a_cost_based_method_Non_trading_non_derivative_financial_liabilities_measured_at_a_cost_based_method_accordance_with_national_GAAP_based_on_BAD,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_33,33,nGAAP_Trading_financial_liabilities_Trading_financial_liabilities_in_accordance_with_national_GAAP_based_on_BAD,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_35,35,nGAAP_Financial_liabilities_designated_at_fair_value_through_profit_or_loss_Financial_liabilities_designated_at_fair_value_through_profit_or_loss_in_accordance_with_nationa_GAAP_based_on_BAD,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_37,,ACCNTNG_CLSSFCTN_37,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_38,,ACCNTNG_CLSSFCTN_38,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_39,,ACCNTNG_CLSSFCTN_39,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_391,,ACCNTNG_CLSSFCTN_391,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_392,,ACCNTNG_CLSSFCTN_392,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_4,4,IFRS_Financial_assets_designated_at_fair_value_through_profit_or_loss_Financial_assets_measured_at_fair_value_through_profit_and_loss_and_designated_as_such_upon_initial_recognition_or_subsequently_in_accordance_with_IFRS_except_those_classified_as_financial_assets_held_for_trading,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_41,41,IFRS_Non_trading_financial_assets_mandatorily_at_fair_value_through_profit_or_loss_Non_trading_financial_assets_mandatorily_at_fair_value_through_profit_or_loss_in_accordance_with_IFRS,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_42,,ACCNTNG_CLSSFCTN_42,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_45,45,nGAAP_Cash_balances_at_central_banks_and_other_demand_deposits_Cash_balances_at_central_banks_and_other_demand_deposits_in_accordance_with_national_GAAP,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_47,47,nGAAP_Financial_assets_designated_at_fair_value_through_profit_or_loss_Financial_assets_designated_at_fair_value_through_profit_or_loss_in_accordance_with_national_GAAP,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_50,,ACCNTNG_CLSSFCTN_50,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_51,,ACCNTNG_CLSSFCTN_51,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_52,,ACCNTNG_CLSSFCTN_52,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_53,,ACCNTNG_CLSSFCTN_53,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_531,,ACCNTNG_CLSSFCTN_531,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_54,,ACCNTNG_CLSSFCTN_54,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_6,6,IFRS_Financial_assets_at_amortised_cost_Financial_assets_measured_at_amortised_cost_in_accordance_with_IFRS,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_60,,ACCNTNG_CLSSFCTN_60,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_61,,ACCNTNG_CLSSFCTN_61,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_62,,ACCNTNG_CLSSFCTN_62,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_63,,ACCNTNG_CLSSFCTN_63,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_64,64,nGAAP_financial_assets_at_fair_value_or_strict_LOCOM,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_7,7,nGAAP_Non_trading_non_derivative_financial_assets_measured_at_fair_value_through_profit_or_loss_Non_trading_non_derivative_financial_assets_measured_at_fair_value_to_equity_in_accordance_with_national_GAAP,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_71,,ACCNTNG_CLSSFCTN_71,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_711,711,Accounting_portfolios_for_financial_assets_other_than_classified_as_held_for_sale_excluding_financial_assets_held_for_trading_trading_financial_assets_and_cash_and_cash_balances_at_central_banks_and_other_demand_deposits,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_712,,ACCNTNG_CLSSFCTN_712,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_72,,ACCNTNG_CLSSFCTN_72,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_73,73,nGAAP_Other_non_trading_non_derivative_financial_assets_LOCOM_nGAAP_Other_non_trading_non_derivative_financial_assets_at_LOCOM,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_74,74,nGAAP_Other_non_trading_non_derivative_financial_assets_Other_than_LOCOM,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_76,76,nGAAP_Non_trading_non_derivative_financial_assets_measured_at_a_cost_based_method_LOCOM_nGAAP_Non_trading_non_derivative_financial_assets_measured_at_a_cost_based_method_at_LOCOM,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_77,77,nGAAP_Non_trading_non_derivative_financial_assets_measured_at_a_cost_based_method_Other_than_LOCOM,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_8,8,IFRS_Financial_assets_at_fair_value_through_other_comprehensive_income_Financial_assets_measured_at_fair_value_through_other_comprehensive_income_due_to_business_model_and_cash_flows_characteristics_in_accordance_with_IFRS,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_83,83,Investments_in_subsidiaries_joint_ventures_and_associates,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_85,85,nGAAP_Accounting_portfolios_for_trading_financial_instruments_Cost_based_method_or_LOCOM,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_86,,ACCNTNG_CLSSFCTN_86,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_87,,ACCNTNG_CLSSFCTN_87,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_9,9,nGAAP_Non_trading_non_derivative_financial_assets_measured_at_fair_value_to_equity_Non_trading_non_derivative_financial_assets_measured_at_fair_value_to_equity_in_accordance_with_national_GAAP,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_90,90,Under_IFRS_9_impairment_Off_balance_sheet_accounting_classification_under_IFRS_9_impairment,ACCNTNG_CLSSFCTN,
NODE,ACCNTNG_CLSSFCTN_91,,ACCNTNG_CLSSFCTN_91,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_911,911,Measured_under_IAS_37_Off_balance_sheet_accounting_classification_measured_under_IAS_37,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_912,912,Measured_under_IFRS_4_Off_balance_sheet_accounting_classification_measured_under_IFRS_4,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_92,92,Measured_at_fair_value_through_profit_or_loss_Off_balance_sheet_accounting_classification_IFRS_9_fair_valued_commitments_and_financial_guarantees,ACCNTNG_CLSSFCTN,
,ACCNTNG_CLSSFCTN_93,93,Under_nGAAP_Off_balance_sheet_accounting_classification_measured_under_nGAAP_based_on_BAD,ACCNTNG_CLSSFCTN,
,ACCNTNG_CNSLDTN_LVL_0,0,Not_applicable,ACCNTNG_CNSLDTN_LVL,
,ACCNTNG_CNSLDTN_LVL_1,1,Solo_consolidation_level,ACCNTNG_CNSLDTN_LVL,
,ACCNTNG_CNSLDTN_LVL_2,2,Group_consolidation_level,ACCNTNG_CNSLDTN_LVL,
NODE,ACCNTNG_FRMWRK_-1,,ACCNTNG_FRMWRK_-1,ACCNTNG_FRMWRK,
,ACCNTNG_FRMWRK_0,0,Not_applicable,ACCNTNG_FRMWRK,
,ACCNTNG_FRMWRK_1,1,National_GAAP_not_consistent_with_IFRS,ACCNTNG_FRMWRK,
,ACCNTNG_FRMWRK_2,2,IFRS,ACCNTNG_FRMWRK,
,ACCNTNG_FRMWRK_3,3,National_GAAP_consistent_with_IFRS,ACCNTNG_FRMWRK,
NODE,ACCNTNG_FRMWRK_4,,ACCNTNG_FRMWRK_4,ACCNTNG_FRMWRK,
NODE,ACCNTNG_FRMWRK_5,,ACCNTNG_FRMWRK_5,ACCNTNG_FRMWRK,
,ACCNTNG_HDG_INDCTR_1,1,Accounting_hedge,ACCNTNG_HDG_INDCTR,
NODE,ACCRD_INTRST_MRKT_VL_INDCTR_-1,,ACCRD_INTRST_MRKT_VL_INDCTR_-1,ACCRD_INTRST_MRKT_VL_INDCTR,
,ACCRD_INTRST_MRKT_VL_INDCTR_1,1,Accrued_interests_for_market_values,ACCRD_INTRST_MRKT_VL_INDCTR,
,ACCRD_INTRST_MRKT_VL_INDCTR_2,2,Not_accrued_interests_for_market_values,ACCRD_INTRST_MRKT_VL_INDCTR,
,APPRCH_CRDT_QLTY_STTS_1,1,Debtor_based_Total_obligations_of_a_borrower,APPRCH_CRDT_QLTY_STTS,
,APPRCH_CRDT_QLTY_STTS_2,2,Transaction_based_Individual_credit_facility,APPRCH_CRDT_QLTY_STTS,
,APPRCH_PRDNTL_PRPSS_1,1,_1250_for_positions_not_subject_to_any_method_Securitisations_Calculation_of_the_risk_weighted_exposure_amounts_for_securitisation_positions_to_which_a_risk_weight_of_1250_is_assigned_in_accordance_with_Article_259_1_d_of_CRR,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_118,118,SEC_IRBA_Internal_ratings_based_approach_for_securitisation_positions_Securitisations_Calculation_of_the_risk_weighted_exposure_amounts_for_securitisation_positions_for_which_the_Internal_ratings_based_approach_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_122,122,SEC_SA_Standardised_approach_for_securitisations_Securitisations_Calculation_of_the_risk_weighted_exposure_amounts_for_securitisation_positions_for_which_the_Standardised_approach_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_125,125,SEC_ERBA_External_ratings_based_approach_for_securitisation_positions_Securitisations_Calculation_of_the_risk_weighted_exposure_amounts_for_securitisation_positions_for_which_the_External_ratings_based_approach_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_18,18,Ratings_based_method_Securitisations_Calculation_of_the_risk_weighted_exposure_amounts_for_securitisation_positions_for_which_the_Ratings_based_method_set_out_in_Article_261_of_CRR_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_19,19,Supervisory_formula_method_Securitisations_Calculation_of_the_risk_weighted_exposure_amounts_for_securitisation_positions_for_which_the_Supervisory_formula_method_set_out_in_Article_262_of_CRR_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_25,25,Internal_assessment_approach_Securitisations_Calculation_of_the_risk_weighted_exposure_amounts_for_securitisation_positions_for_which_the_Internal_assessment_approach_set_out_in_Article_259_3_and_4_of_CRR_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_30,30,Look_through_approach_Securitisations_Calculation_of_the_risk_weighted_exposure_amounts_for_securitisation_positions_for_which_the_Look_through_approach_set_out_in_Article_259_1_e_of_CRR_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_33,33,IRB_Internal_models_approach_Equity_exposures_Calculation_of_the_risk_weighted_exposure_amounts_for_equity_exposures_for_which_the_Internal_models_approach_set_out_in_Article_155_4_of_CRR_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_34,34,IRB_PD_LGD_approach_Equity_exposures_Calculation_of_the_risk_weighted_exposure_amounts_for_equity_exposures_for_which_the_PD_LGD_approach_set_out_in_Article_155_3_of_CRR_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_35,35,IRB_Simple_risk_weight_approach_Equity_exposures_Calculation_of_the_risk_weighted_exposure_amounts_for_equity_exposures_for_which_the_Simple_risk_weight_approach_set_out_in_Article_155_2_of_CRR_is_used,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_42,42,Standardised_approach_Standardised_approach_to_calculate_the_risk_weighted_exposure_amounts_in_accordance_with_Chapter_2_of_Regulation_EU_No_575_2013,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_66,66,Advanced_IRB_Internal_Ratings_Based_IRB_approach_to_calculate_the_risk_weighted_exposure_amounts_in_accordance_with_Chapter_3_of_Regulation_EU_No_575_2013_and_banks_calculate_and_use_in_addition_to_the_PDs_their_own_risk_parameter_subject_to_the_supervisory_guid,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_67,67,Foundation_IRB_Internal_Ratings_Based_IRB_approach_to_calculate_the_risk_weighted_exposure_amounts_in_accordance_with_Chapter_3_of_Regulation_EU_No_575_2013_and_banks_use_their_own_calculated_PDs_while_for_the_other_parameters_such_as_LGD_predefined_values_provid,APPRCH_PRDNTL_PRPSS,
,APPRCH_PRDNTL_PRPSS_68,68,IRB_Fixed_risk_weights_Equity_exposures_Calculation_of_the_risk_weighted_exposure_amounts_for_equity_exposures_which_attract_a_fixed_risk_weight_treatment_without_however_being_explicitly_treated_according_to_the_Simple_Risk_Weight_approach_or_the_temporary_or_permanent_partial_use_of_the_credit_risk_standardised_approach_set_out_in_Article_155_of_CRR,APPRCH_PRDNTL_PRPSS,
,ARRNGMNT_TYP_6,6,Credit_risk_mitigation_arrangement,ARRNGMNT_TYP,
,ARRNGMNT_TYP_7,7,Collateral_annex,ARRNGMNT_TYP,
,ASST_ENCMBRNC_SRC_INDCTR_0,0,Not_Applicable,ASST_ENCMBRNC_SRC_INDCTR,
,ASST_ENCMBRNC_SRC_INDCTR_1,1,Asset_encumbrance_source,ASST_ENCMBRNC_SRC_INDCTR,
,ASST_ENCMBRNC_SRC_INDCTR_2,2,Not_an_asset_encumbrance_source,ASST_ENCMBRNC_SRC_INDCTR,
,ASST_PL_INSTRMNT_ASSGNMNT_TYP_1,1,Asset_pool_Equity_instrument_that_is_not_a_security_assignment,ASST_PL_INSTRMNT_ASSGNMNT_TYP,
,ASST_PL_INSTRMNT_ASSGNMNT_TYP_2,2,Asset_pool_Loan_excluding_repurchase_agreement_assignment,ASST_PL_INSTRMNT_ASSGNMNT_TYP,
,ASST_PL_INSTRMNT_ASSGNMNT_TYP_3,3,Asset_pool_Over_the_counter_OTC_Derivative_instrument_assignment,ASST_PL_INSTRMNT_ASSGNMNT_TYP,
,ASST_PL_TYP_1,1,Asset_pool_subject_to_a_Covered_bond_programme,ASST_PL_TYP,
,ASST_PL_TYP_2,2,Asset_pool_subject_to_a_credit_transfer_other_than_securitisation_and_covered_bond_programme,ASST_PL_TYP,
,ASST_PL_TYP_3,3,Asset_pool_subject_to_a_Securitisation,ASST_PL_TYP,
,AVLBL_ENCMBRNC_0,0,Not_applicable,AVLBL_ENCMBRNC,
,AVLBL_ENCMBRNC_1,1,Available_for_encumbrance,AVLBL_ENCMBRNC,
,AVLBL_ENCMBRNC_2,2,Not_available_for_encumbrance,AVLBL_ENCMBRNC,
,BLN_0,0,Not_applicable,BLN,
NODE,BLN_A,,BLN_A,BLN,
,BLN_F,F,Non_listed,BLN,
,BLN_T,T,Listed,BLN,
,CLLTRL_INSTRMNT_RS_INDCTR_0,0,Not_Applicable,CLLTRL_INSTRMNT_RS_INDCTR,
,CLLTRL_INSTRMNT_RS_INDCTR_1,1,Collateral_instrument_used_once,CLLTRL_INSTRMNT_RS_INDCTR,
,CLLTRL_INSTRMNT_RS_INDCTR_2,2,Collateral_instrument_reused,CLLTRL_INSTRMNT_RS_INDCTR,
,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP_1,1,Physical_collateral_Investment_property_assignment,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP,
,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP_2,2,Immaterial_rights_as_collateral_Other_intangible_asset_not_taken_into_possession_assignment,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP,
,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP_3,3,Immaterial_rights_as_collateral_Other_intangible_asset_taken_into_possession_assignment,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP,
,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP_4,4,Software_collateral_Software_property_plant_and_equipment_not_taken_into_possession_assignment,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP,
,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP_5,5,Physical_collateral_Non_software_property_plant_and_equipment_not_taken_into_possession_assignment,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP,
,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP_6,6,Software_collateral_Software_property_plant_and_equipment_taken_into_possession_assignment,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP,
,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP_7,7,Physical_collateral_Non_software_property_plant_and_equipment_taken_into_possession_assignment,CLLTRL_NN_FNNCL_ASST_ASSGNMNT_TYP,
,CLLTRL_RL_TYP_0,0,Not_applicable,CLLTRL_RL_TYP,
,CLLTRL_RL_TYP_1,1,Collateral_received,CLLTRL_RL_TYP,
,CLLTRL_RL_TYP_2,2,Collateral_given,CLLTRL_RL_TYP,
,CLLTRL_RS_INDCTR_0,0,Not_Applicable,CLLTRL_RS_INDCTR,
,CLLTRL_RS_INDCTR_1,1,Collateral_used_once,CLLTRL_RS_INDCTR,
,CLLTRL_RS_INDCTR_2,2,Collateral_reused,CLLTRL_RS_INDCTR,
